week_start_date,year,month,week_number,district,state,dengue_diagnostic_kits,iv_fluids_units,paracetamol_strips,ors_packets,antibiotics_courses,dengue_rapid_test_kits
2021-03-29,2021,3,13,Ariyalur,Tamil Nadu,38,275,1102,383,357,20
2021-04-05,2021,4,14,Ariyalur,Tamil Nadu,38,655,545,264,214,20
2021-04-12,2021,4,15,Ariyalur,Tamil Nadu,46,480,967,430,169,27
2021-04-19,2021,4,16,Ariyalur,Tamil Nadu,60,484,521,616,194,30
2021-04-26,2021,4,17,Ariyalur,Tamil Nadu,29,331,655,363,250,17
2021-05-03,2021,5,18,Ariyalur,Tamil Nadu,49,445,769,364,173,32
2021-05-10,2021,5,19,Ariyalur,Tamil Nadu,33,297,1283,234,273,19
2021-05-17,2021,5,20,Ariyalur,Tamil Nadu,45,577,1137,190,366,29
2021-05-24,2021,5,21,Ariyalur,Tamil Nadu,34,670,1461,590,193,17
2021-05-31,2021,5,22,Ariyalur,Tamil Nadu,56,514,1156,382,188,36
2021-06-07,2021,6,23,Ariyalur,Tamil Nadu,29,120,1264,820,154,15
2021-06-14,2021,6,24,Ariyalur,Tamil Nadu,28,282,899,802,342,15
2021-06-21,2021,6,25,Ariyalur,Tamil Nadu,30,124,798,901,381,18
2021-06-28,2021,6,26,Ariyalur,Tamil Nadu,45,202,932,625,105,30
2021-07-05,2021,7,27,Ariyalur,Tamil Nadu,43,193,1420,214,138,22
2021-07-12,2021,7,28,Ariyalur,Tamil Nadu,56,234,492,413,396,33
2021-07-19,2021,7,29,Ariyalur,Tamil Nadu,23,104,871,366,152,13
2021-07-26,2021,7,30,Ariyalur,Tamil Nadu,22,285,1562,430,213,11
2021-08-02,2021,8,31,Ariyalur,Tamil Nadu,22,134,1088,330,297,15
2021-08-09,2021,8,32,Ariyalur,Tamil Nadu,59,163,856,240,289,29
2021-08-16,2021,8,33,Ariyalur,Tamil Nadu,24,156,1349,339,276,17
2021-08-23,2021,8,34,Ariyalur,Tamil Nadu,29,120,1064,406,233,13
2021-08-30,2021,8,35,Ariyalur,Tamil Nadu,24,240,1067,492,416,13
2021-09-06,2021,9,36,Ariyalur,Tamil Nadu,54,112,912,433,243,33
2021-09-13,2021,9,37,Ariyalur,Tamil Nadu,47,177,1072,590,238,26
2021-09-20,2021,9,38,Ariyalur,Tamil Nadu,27,128,658,407,103,16
2021-09-27,2021,9,39,Ariyalur,Tamil Nadu,33,161,737,605,303,22
2021-10-04,2021,10,40,Ariyalur,Tamil Nadu,151,277,947,249,360,96
2021-10-11,2021,10,41,Ariyalur,Tamil Nadu,143,635,1292,361,286,93
2021-10-18,2021,10,42,Ariyalur,Tamil Nadu,133,781,908,398,285,80
2021-10-25,2021,10,43,Ariyalur,Tamil Nadu,75,620,1019,456,271,53
2021-11-01,2021,11,44,Ariyalur,Tamil Nadu,159,414,1101,257,336,114
2021-11-08,2021,11,45,Ariyalur,Tamil Nadu,168,831,1369,489,153,84
2021-11-15,2021,11,46,Ariyalur,Tamil Nadu,111,414,1796,264,374,83
2021-11-22,2021,11,47,Ariyalur,Tamil Nadu,154,633,837,571,128,89
2021-11-29,2021,11,48,Ariyalur,Tamil Nadu,158,329,2182,517,208,72
2021-12-06,2021,12,49,Ariyalur,Tamil Nadu,182,537,1382,283,706,113
2021-12-13,2021,12,50,Ariyalur,Tamil Nadu,118,643,1124,529,600,82
2021-12-20,2021,12,51,Ariyalur,Tamil Nadu,113,669,2786,489,595,71
2021-12-27,2021,12,52,Ariyalur,Tamil Nadu,143,660,918,455,383,63
2022-01-03,2022,1,1,Ariyalur,Tamil Nadu,48,157,619,635,334,30
2022-01-10,2022,1,2,Ariyalur,Tamil Nadu,35,98,1456,528,550,26
2022-01-17,2022,1,3,Ariyalur,Tamil Nadu,45,153,1227,581,528,22
2022-01-24,2022,1,4,Ariyalur,Tamil Nadu,56,123,949,615,331,26
2022-01-31,2022,1,5,Ariyalur,Tamil Nadu,49,315,1451,598,588,31
2022-02-07,2022,2,6,Ariyalur,Tamil Nadu,37,116,1258,314,142,24
2022-02-14,2022,2,7,Ariyalur,Tamil Nadu,22,270,1130,571,114,15
2022-02-21,2022,2,8,Ariyalur,Tamil Nadu,62,208,801,627,262,34
2022-02-28,2022,2,9,Ariyalur,Tamil Nadu,23,206,1147,467,325,15
2022-03-07,2022,3,10,Ariyalur,Tamil Nadu,37,241,1200,265,128,21
2022-03-14,2022,3,11,Ariyalur,Tamil Nadu,61,292,705,404,259,38
2022-03-21,2022,3,12,Ariyalur,Tamil Nadu,25,206,589,263,399,16
2022-03-28,2022,3,13,Ariyalur,Tamil Nadu,40,189,1115,551,173,28
2022-04-04,2022,4,14,Ariyalur,Tamil Nadu,32,563,1424,212,222,17
2022-04-11,2022,4,15,Ariyalur,Tamil Nadu,25,367,670,267,413,16
2022-04-18,2022,4,16,Ariyalur,Tamil Nadu,46,532,1123,355,315,27
2022-04-25,2022,4,17,Ariyalur,Tamil Nadu,45,437,960,329,242,32
2022-05-02,2022,5,18,Ariyalur,Tamil Nadu,55,560,1322,580,226,31
2022-05-09,2022,5,19,Ariyalur,Tamil Nadu,35,433,896,399,359,27
2022-05-16,2022,5,20,Ariyalur,Tamil Nadu,41,420,1397,371,310,20
2022-05-23,2022,5,21,Ariyalur,Tamil Nadu,57,385,610,264,377,28
2022-05-30,2022,5,22,Ariyalur,Tamil Nadu,17,208,1263,504,151,13
2022-06-06,2022,6,23,Ariyalur,Tamil Nadu,29,267,880,592,176,17
2022-06-13,2022,6,24,Ariyalur,Tamil Nadu,55,256,786,860,134,26
2022-06-20,2022,6,25,Ariyalur,Tamil Nadu,39,252,1100,760,345,19
2022-06-27,2022,6,26,Ariyalur,Tamil Nadu,34,198,727,1378,189,18
2022-07-04,2022,7,27,Ariyalur,Tamil Nadu,64,230,905,248,128,31
2022-07-11,2022,7,28,Ariyalur,Tamil Nadu,48,86,812,487,145,29
2022-07-18,2022,7,29,Ariyalur,Tamil Nadu,40,228,1382,482,212,25
2022-07-25,2022,7,30,Ariyalur,Tamil Nadu,31,227,1250,292,392,23
2022-08-01,2022,8,31,Ariyalur,Tamil Nadu,58,191,844,199,303,39
2022-08-08,2022,8,32,Ariyalur,Tamil Nadu,63,306,1007,423,293,29
2022-08-15,2022,8,33,Ariyalur,Tamil Nadu,54,196,1013,450,391,37
2022-08-22,2022,8,34,Ariyalur,Tamil Nadu,65,124,873,432,117,30
2022-08-29,2022,8,35,Ariyalur,Tamil Nadu,41,122,858,269,272,22
2022-09-05,2022,9,36,Ariyalur,Tamil Nadu,22,205,651,323,190,12
2022-09-12,2022,9,37,Ariyalur,Tamil Nadu,49,230,551,397,272,23
2022-09-19,2022,9,38,Ariyalur,Tamil Nadu,25,238,1130,426,290,18
2022-09-26,2022,9,39,Ariyalur,Tamil Nadu,21,264,1035,250,211,15
2022-10-03,2022,10,40,Ariyalur,Tamil Nadu,143,562,1497,390,325,70
2022-10-10,2022,10,41,Ariyalur,Tamil Nadu,158,299,1446,241,190,87
2022-10-17,2022,10,42,Ariyalur,Tamil Nadu,184,273,2032,289,380,128
2022-10-24,2022,10,43,Ariyalur,Tamil Nadu,83,336,2646,643,152,49
2022-10-31,2022,10,44,Ariyalur,Tamil Nadu,83,670,1183,298,275,57
2022-11-07,2022,11,45,Ariyalur,Tamil Nadu,160,879,1451,617,314,117
2022-11-14,2022,11,46,Ariyalur,Tamil Nadu,99,287,1392,289,263,62
2022-11-21,2022,11,47,Ariyalur,Tamil Nadu,131,292,1216,274,306,65
2022-11-28,2022,11,48,Ariyalur,Tamil Nadu,116,696,1621,364,195,72
2022-12-05,2022,12,49,Ariyalur,Tamil Nadu,73,605,1471,567,208,40
2022-12-12,2022,12,50,Ariyalur,Tamil Nadu,136,484,1158,215,269,69
2022-12-19,2022,12,51,Ariyalur,Tamil Nadu,139,893,2075,449,165,72
2022-12-26,2022,12,52,Ariyalur,Tamil Nadu,112,726,1034,333,816,69
2023-01-02,2023,1,1,Ariyalur,Tamil Nadu,47,100,588,288,335,21
2023-01-09,2023,1,2,Ariyalur,Tamil Nadu,43,116,526,286,566,27
2023-01-16,2023,1,3,Ariyalur,Tamil Nadu,59,185,1301,332,154,30
2023-01-23,2023,1,4,Ariyalur,Tamil Nadu,47,190,735,605,198,21
2023-01-30,2023,1,5,Ariyalur,Tamil Nadu,36,190,617,338,229,21
2023-02-06,2023,2,6,Ariyalur,Tamil Nadu,58,261,500,300,289,34
2023-02-13,2023,2,7,Ariyalur,Tamil Nadu,50,236,947,301,438,29
2023-02-20,2023,2,8,Ariyalur,Tamil Nadu,50,233,1154,512,285,29
2023-02-27,2023,2,9,Ariyalur,Tamil Nadu,44,168,1210,476,399,27
2023-03-06,2023,3,10,Ariyalur,Tamil Nadu,51,132,1303,553,283,35
2023-03-13,2023,3,11,Ariyalur,Tamil Nadu,45,242,918,456,218,34
2023-03-20,2023,3,12,Ariyalur,Tamil Nadu,55,268,1158,288,161,34
2023-03-27,2023,3,13,Ariyalur,Tamil Nadu,40,269,1073,262,297,25
2023-04-03,2023,4,14,Ariyalur,Tamil Nadu,48,514,787,563,192,35
2023-04-10,2023,4,15,Ariyalur,Tamil Nadu,31,716,1281,349,244,20
2023-04-17,2023,4,16,Ariyalur,Tamil Nadu,49,485,1048,406,144,23
2023-04-24,2023,4,17,Ariyalur,Tamil Nadu,41,515,545,409,183,20
2023-05-01,2023,5,18,Ariyalur,Tamil Nadu,38,522,1609,359,150,20
2023-05-08,2023,5,19,Ariyalur,Tamil Nadu,48,543,1058,570,337,31
2023-05-15,2023,5,20,Ariyalur,Tamil Nadu,47,306,978,526,180,25
2023-05-22,2023,5,21,Ariyalur,Tamil Nadu,42,608,1244,565,335,22
2023-05-29,2023,5,22,Ariyalur,Tamil Nadu,41,582,994,512,321,23
2023-06-05,2023,6,23,Ariyalur,Tamil Nadu,35,258,861,1172,187,22
2023-06-12,2023,6,24,Ariyalur,Tamil Nadu,36,137,808,1263,138,22
2023-06-19,2023,6,25,Ariyalur,Tamil Nadu,22,299,1402,1165,153,11
2023-06-26,2023,6,26,Ariyalur,Tamil Nadu,50,136,1436,1276,300,33
2023-07-03,2023,7,27,Ariyalur,Tamil Nadu,38,130,579,408,367,23
2023-07-10,2023,7,28,Ariyalur,Tamil Nadu,26,254,1234,489,158,13
2023-07-17,2023,7,29,Ariyalur,Tamil Nadu,65,147,937,370,356,38
2023-07-24,2023,7,30,Ariyalur,Tamil Nadu,28,126,1361,609,433,18
2023-07-31,2023,7,31,Ariyalur,Tamil Nadu,50,216,885,389,252,31
2023-08-07,2023,8,32,Ariyalur,Tamil Nadu,36,95,653,537,313,27
2023-08-14,2023,8,33,Ariyalur,Tamil Nadu,26,249,985,272,312,12
2023-08-21,2023,8,34,Ariyalur,Tamil Nadu,61,186,1144,303,320,32
2023-08-28,2023,8,35,Ariyalur,Tamil Nadu,30,326,1277,322,288,15
2023-09-04,2023,9,36,Ariyalur,Tamil Nadu,44,171,576,229,234,25
2023-09-11,2023,9,37,Ariyalur,Tamil Nadu,47,194,915,394,139,29
2023-09-18,2023,9,38,Ariyalur,Tamil Nadu,47,174,1309,236,330,27
2023-09-25,2023,9,39,Ariyalur,Tamil Nadu,66,108,901,362,95,41
2023-10-02,2023,10,40,Ariyalur,Tamil Nadu,160,629,2396,221,119,79
2023-10-09,2023,10,41,Ariyalur,Tamil Nadu,158,679,2486,213,315,100
2023-10-16,2023,10,42,Ariyalur,Tamil Nadu,98,349,1908,209,367,60
2023-10-23,2023,10,43,Ariyalur,Tamil Nadu,59,393,1081,382,144,33
2023-10-30,2023,10,44,Ariyalur,Tamil Nadu,76,541,2648,571,318,50
2023-11-06,2023,11,45,Ariyalur,Tamil Nadu,227,646,2336,367,187,150
2023-11-13,2023,11,46,Ariyalur,Tamil Nadu,123,333,1555,583,166,65
2023-11-20,2023,11,47,Ariyalur,Tamil Nadu,141,814,2292,225,217,71
2023-11-27,2023,11,48,Ariyalur,Tamil Nadu,100,614,1632,335,305,65
2023-12-04,2023,12,49,Ariyalur,Tamil Nadu,170,443,1466,373,420,135
2023-12-11,2023,12,50,Ariyalur,Tamil Nadu,187,867,1251,561,219,100
2023-12-18,2023,12,51,Ariyalur,Tamil Nadu,78,471,1687,316,505,52
2023-12-25,2023,12,52,Ariyalur,Tamil Nadu,114,582,1768,210,622,48
2024-01-01,2024,1,1,Ariyalur,Tamil Nadu,60,120,896,482,272,34
2024-01-08,2024,1,2,Ariyalur,Tamil Nadu,48,171,1387,591,455,27
2024-01-15,2024,1,3,Ariyalur,Tamil Nadu,45,177,1096,447,748,28
2024-01-22,2024,1,4,Ariyalur,Tamil Nadu,57,191,1333,307,543,35
2024-01-29,2024,1,5,Ariyalur,Tamil Nadu,31,133,814,293,368,20
2024-02-05,2024,2,6,Ariyalur,Tamil Nadu,31,271,1394,483,214,23
2024-02-12,2024,2,7,Ariyalur,Tamil Nadu,37,211,1521,318,217,25
2024-02-19,2024,2,8,Ariyalur,Tamil Nadu,32,122,1207,475,399,18
2024-02-26,2024,2,9,Ariyalur,Tamil Nadu,52,248,708,289,183,28
2024-03-04,2024,3,10,Ariyalur,Tamil Nadu,44,243,1131,560,213,20
2024-03-11,2024,3,11,Ariyalur,Tamil Nadu,32,256,963,505,230,26
2024-03-18,2024,3,12,Ariyalur,Tamil Nadu,51,126,1074,259,364,36
2024-03-25,2024,3,13,Ariyalur,Tamil Nadu,57,215,628,288,241,30
2024-04-01,2024,4,14,Ariyalur,Tamil Nadu,28,330,930,428,228,16
2024-04-08,2024,4,15,Ariyalur,Tamil Nadu,47,490,980,236,276,25
2024-04-15,2024,4,16,Ariyalur,Tamil Nadu,44,235,1011,588,444,27
2024-04-22,2024,4,17,Ariyalur,Tamil Nadu,43,306,1410,468,332,23
2024-04-29,2024,4,18,Ariyalur,Tamil Nadu,52,325,851,360,129,37
2024-05-06,2024,5,19,Ariyalur,Tamil Nadu,19,633,596,188,129,11
2024-05-13,2024,5,20,Ariyalur,Tamil Nadu,35,578,1033,245,302,16
2024-05-20,2024,5,21,Ariyalur,Tamil Nadu,29,253,1142,574,170,21
2024-05-27,2024,5,22,Ariyalur,Tamil Nadu,27,593,821,513,176,14
2024-06-03,2024,6,23,Ariyalur,Tamil Nadu,56,232,1158,909,321,27
2024-06-10,2024,6,24,Ariyalur,Tamil Nadu,21,129,1084,1002,291,16
2024-06-17,2024,6,25,Ariyalur,Tamil Nadu,42,265,889,665,90,21
2024-06-24,2024,6,26,Ariyalur,Tamil Nadu,33,288,1288,946,352,21
2024-07-01,2024,7,27,Ariyalur,Tamil Nadu,40,282,1316,413,389,26
2024-07-08,2024,7,28,Ariyalur,Tamil Nadu,23,139,883,533,311,14
2024-07-15,2024,7,29,Ariyalur,Tamil Nadu,53,268,816,466,199,24
2024-07-22,2024,7,30,Ariyalur,Tamil Nadu,41,176,698,378,264,29
2024-07-29,2024,7,31,Ariyalur,Tamil Nadu,23,193,950,420,125,13
2024-08-05,2024,8,32,Ariyalur,Tamil Nadu,51,105,853,290,168,31
2024-08-12,2024,8,33,Ariyalur,Tamil Nadu,48,192,1146,404,337,33
2024-08-19,2024,8,34,Ariyalur,Tamil Nadu,36,281,1137,566,126,21
2024-08-26,2024,8,35,Ariyalur,Tamil Nadu,31,198,1406,522,237,25
2024-09-02,2024,9,36,Ariyalur,Tamil Nadu,51,192,1114,257,124,29
2024-09-09,2024,9,37,Ariyalur,Tamil Nadu,29,263,1014,222,325,19
2024-09-16,2024,9,38,Ariyalur,Tamil Nadu,46,152,831,446,146,22
2024-09-23,2024,9,39,Ariyalur,Tamil Nadu,42,212,1366,444,303,31
2024-09-30,2024,9,40,Ariyalur,Tamil Nadu,20,225,753,412,266,12
2024-10-07,2024,10,41,Ariyalur,Tamil Nadu,71,334,1705,511,230,43
2024-10-14,2024,10,42,Ariyalur,Tamil Nadu,84,320,1880,567,241,48
2024-10-21,2024,10,43,Ariyalur,Tamil Nadu,106,384,2789,491,223,70
2024-10-28,2024,10,44,Ariyalur,Tamil Nadu,80,303,1290,261,136,42
2024-11-04,2024,11,45,Ariyalur,Tamil Nadu,94,248,2222,313,317,53
2024-11-11,2024,11,46,Ariyalur,Tamil Nadu,152,338,1452,521,340,82
2024-11-18,2024,11,47,Ariyalur,Tamil Nadu,166,399,1691,324,380,85
2024-11-25,2024,11,48,Ariyalur,Tamil Nadu,65,532,860,474,230,45
2024-12-02,2024,12,49,Ariyalur,Tamil Nadu,174,866,922,242,668,79
2024-12-09,2024,12,50,Ariyalur,Tamil Nadu,64,345,1445,382,377,40
2024-12-16,2024,12,51,Ariyalur,Tamil Nadu,173,661,1507,502,387,106
2024-12-23,2024,12,52,Ariyalur,Tamil Nadu,102,597,1531,479,437,48
2024-12-30,2024,12,1,Ariyalur,Tamil Nadu,96,299,1887,240,431,51
2025-01-06,2025,1,2,Ariyalur,Tamil Nadu,43,232,768,258,358,23
2025-01-13,2025,1,3,Ariyalur,Tamil Nadu,47,239,1181,354,284,25
2025-01-20,2025,1,4,Ariyalur,Tamil Nadu,43,202,1106,309,503,26
2025-01-27,2025,1,5,Ariyalur,Tamil Nadu,51,194,1192,234,519,36
2025-02-03,2025,2,6,Ariyalur,Tamil Nadu,46,131,1173,518,147,27
2025-02-10,2025,2,7,Ariyalur,Tamil Nadu,32,207,1405,260,406,17
2025-02-17,2025,2,8,Ariyalur,Tamil Nadu,46,176,645,218,325,30
2025-02-24,2025,2,9,Ariyalur,Tamil Nadu,22,203,799,258,289,13
2025-03-03,2025,3,10,Ariyalur,Tamil Nadu,52,166,1113,435,207,33
2025-03-10,2025,3,11,Ariyalur,Tamil Nadu,18,254,821,486,177,13
2025-03-17,2025,3,12,Ariyalur,Tamil Nadu,19,254,1089,267,207,10
2025-03-24,2025,3,13,Ariyalur,Tamil Nadu,51,286,1139,512,361,28
2025-03-31,2025,3,14,Ariyalur,Tamil Nadu,30,148,959,218,110,23
2025-04-07,2025,4,15,Ariyalur,Tamil Nadu,45,254,790,313,397,31
2025-04-14,2025,4,16,Ariyalur,Tamil Nadu,33,420,800,202,192,18
2025-04-21,2025,4,17,Ariyalur,Tamil Nadu,54,381,480,494,244,27
2025-04-28,2025,4,18,Ariyalur,Tamil Nadu,22,541,616,319,264,14
2025-05-05,2025,5,19,Ariyalur,Tamil Nadu,42,585,992,209,133,28
2025-05-12,2025,5,20,Ariyalur,Tamil Nadu,48,375,710,511,198,26
2025-05-19,2025,5,21,Ariyalur,Tamil Nadu,60,488,946,282,348,32
2025-05-26,2025,5,22,Ariyalur,Tamil Nadu,35,445,955,519,113,17
2025-06-02,2025,6,23,Ariyalur,Tamil Nadu,52,286,1307,797,120,22
2025-06-09,2025,6,24,Ariyalur,Tamil Nadu,25,236,1087,877,122,15
2025-06-16,2025,6,25,Ariyalur,Tamil Nadu,40,188,1425,839,312,23
2025-06-23,2025,6,26,Ariyalur,Tamil Nadu,64,123,1112,1032,128,33
2025-06-30,2025,6,27,Ariyalur,Tamil Nadu,53,116,1609,630,111,28
2025-07-07,2025,7,28,Ariyalur,Tamil Nadu,37,192,953,395,357,29
2025-07-14,2025,7,29,Ariyalur,Tamil Nadu,63,115,1384,492,346,31
2025-07-21,2025,7,30,Ariyalur,Tamil Nadu,44,127,894,397,203,25
2025-07-28,2025,7,31,Ariyalur,Tamil Nadu,23,147,1013,197,219,14
2025-08-04,2025,8,32,Ariyalur,Tamil Nadu,59,260,944,437,317,34
2025-08-11,2025,8,33,Ariyalur,Tamil Nadu,31,257,1534,455,370,17
2025-08-18,2025,8,34,Ariyalur,Tamil Nadu,40,208,947,329,330,17
2025-08-25,2025,8,35,Ariyalur,Tamil Nadu,58,231,1298,612,400,28
2025-09-01,2025,9,36,Ariyalur,Tamil Nadu,52,132,639,346,302,35
2025-09-08,2025,9,37,Ariyalur,Tamil Nadu,43,232,713,339,193,28
2025-09-15,2025,9,38,Ariyalur,Tamil Nadu,26,193,1295,279,352,15
2025-09-22,2025,9,39,Ariyalur,Tamil Nadu,23,119,992,540,120,13
2025-09-29,2025,9,40,Ariyalur,Tamil Nadu,35,257,1479,219,112,17
2025-10-06,2025,10,41,Ariyalur,Tamil Nadu,85,738,1724,376,146,56
2025-10-13,2025,10,42,Ariyalur,Tamil Nadu,200,417,2374,338,414,97
2025-10-20,2025,10,43,Ariyalur,Tamil Nadu,109,559,1133,247,194,83
2025-10-27,2025,10,44,Ariyalur,Tamil Nadu,77,653,1604,579,206,50
2025-11-03,2025,11,45,Ariyalur,Tamil Nadu,224,806,2545,437,146,141
2025-11-10,2025,11,46,Ariyalur,Tamil Nadu,113,492,2095,456,367,90
2025-11-17,2025,11,47,Ariyalur,Tamil Nadu,81,607,1306,345,145,44
2025-11-24,2025,11,48,Ariyalur,Tamil Nadu,160,517,2543,346,148,100
2025-12-01,2025,12,49,Ariyalur,Tamil Nadu,83,415,1363,510,185,52
2025-12-08,2025,12,50,Ariyalur,Tamil Nadu,164,331,1238,576,470,116
2025-12-15,2025,12,51,Ariyalur,Tamil Nadu,84,470,1635,522,534,60
2025-12-22,2025,12,52,Ariyalur,Tamil Nadu,120,599,2026,363,310,93
2025-12-29,2025,12,1,Ariyalur,Tamil Nadu,82,477,2485,336,419,41
2015-01-05,2015,1,2,Chengalpattu,Tamil Nadu,33,238,1376,551,653,20
2015-01-12,2015,1,3,Chengalpattu,Tamil Nadu,38,188,1107,364,461,20
2015-01-19,2015,1,4,Chengalpattu,Tamil Nadu,22,283,1276,282,243,16
2015-01-26,2015,1,5,Chengalpattu,Tamil Nadu,38,131,1129,429,574,30
2015-02-02,2015,2,6,Chengalpattu,Tamil Nadu,50,274,1324,336,238,33
2015-02-09,2015,2,7,Chengalpattu,Tamil Nadu,27,162,1087,324,106,19
2015-02-16,2015,2,8,Chengalpattu,Tamil Nadu,40,294,1256,417,365,24
2015-02-23,2015,2,9,Chengalpattu,Tamil Nadu,25,267,767,281,103,13
2015-03-02,2015,3,10,Chengalpattu,Tamil Nadu,59,161,1213,589,358,35
2015-03-09,2015,3,11,Chengalpattu,Tamil Nadu,35,241,637,596,184,23
2015-03-16,2015,3,12,Chengalpattu,Tamil Nadu,56,288,614,288,191,30
2015-03-23,2015,3,13,Chengalpattu,Tamil Nadu,19,128,1355,228,124,12
2015-03-30,2015,3,14,Chengalpattu,Tamil Nadu,33,289,1063,578,103,21
2015-04-06,2015,4,15,Chengalpattu,Tamil Nadu,50,630,1079,517,329,29
2015-04-13,2015,4,16,Chengalpattu,Tamil Nadu,30,663,941,493,314,17
2015-04-20,2015,4,17,Chengalpattu,Tamil Nadu,47,655,951,552,210,24
2015-04-27,2015,4,18,Chengalpattu,Tamil Nadu,39,228,1011,447,370,30
2015-05-04,2015,5,19,Chengalpattu,Tamil Nadu,52,403,1157,574,106,36
2015-05-11,2015,5,20,Chengalpattu,Tamil Nadu,34,313,720,413,194,22
2015-05-18,2015,5,21,Chengalpattu,Tamil Nadu,48,634,730,367,242,24
2015-05-25,2015,5,22,Chengalpattu,Tamil Nadu,22,242,1560,395,245,12
2015-06-01,2015,6,23,Chengalpattu,Tamil Nadu,41,256,1166,1042,120,26
2015-06-08,2015,6,24,Chengalpattu,Tamil Nadu,22,179,825,842,238,12
2015-06-15,2015,6,25,Chengalpattu,Tamil Nadu,47,166,1310,1531,206,22
2015-06-22,2015,6,26,Chengalpattu,Tamil Nadu,51,106,1166,551,371,29
2015-06-29,2015,6,27,Chengalpattu,Tamil Nadu,33,104,941,1128,350,20
2015-07-06,2015,7,28,Chengalpattu,Tamil Nadu,47,265,962,336,230,26
2015-07-13,2015,7,29,Chengalpattu,Tamil Nadu,28,123,706,382,376,20
2015-07-20,2015,7,30,Chengalpattu,Tamil Nadu,38,295,1071,530,329,31
2015-07-27,2015,7,31,Chengalpattu,Tamil Nadu,40,134,1380,387,157,21
2015-08-03,2015,8,32,Chengalpattu,Tamil Nadu,37,110,983,440,395,24
2015-08-10,2015,8,33,Chengalpattu,Tamil Nadu,22,131,758,335,95,16
2015-08-17,2015,8,34,Chengalpattu,Tamil Nadu,26,228,1396,463,238,19
2015-08-24,2015,8,35,Chengalpattu,Tamil Nadu,55,177,948,412,184,38
2015-08-31,2015,8,36,Chengalpattu,Tamil Nadu,34,243,620,574,223,21
2015-09-07,2015,9,37,Chengalpattu,Tamil Nadu,45,226,1452,247,232,35
2015-09-14,2015,9,38,Chengalpattu,Tamil Nadu,46,127,1372,284,332,22
2015-09-21,2015,9,39,Chengalpattu,Tamil Nadu,25,221,593,462,202,14
2015-09-28,2015,9,40,Chengalpattu,Tamil Nadu,31,188,1609,223,252,20
2015-10-05,2015,10,41,Chengalpattu,Tamil Nadu,153,397,1922,553,124,107
2015-10-12,2015,10,42,Chengalpattu,Tamil Nadu,207,358,1078,425,303,139
2015-10-19,2015,10,43,Chengalpattu,Tamil Nadu,164,497,889,272,247,110
2015-10-26,2015,10,44,Chengalpattu,Tamil Nadu,140,326,1446,556,108,90
2015-11-02,2015,11,45,Chengalpattu,Tamil Nadu,140,762,2834,344,265,60
2015-11-09,2015,11,46,Chengalpattu,Tamil Nadu,152,984,902,369,327,83
2015-11-16,2015,11,47,Chengalpattu,Tamil Nadu,169,409,1697,442,230,102
2015-11-23,2015,11,48,Chengalpattu,Tamil Nadu,202,706,1123,605,201,112
2015-11-30,2015,11,49,Chengalpattu,Tamil Nadu,214,423,1809,363,290,109
2015-12-07,2015,12,50,Chengalpattu,Tamil Nadu,134,824,2057,315,249,82
2015-12-14,2015,12,51,Chengalpattu,Tamil Nadu,143,474,1890,414,159,94
2015-12-21,2015,12,52,Chengalpattu,Tamil Nadu,247,788,1389,489,560,158
2015-12-28,2015,12,53,Chengalpattu,Tamil Nadu,175,384,1231,322,605,104
2016-01-04,2016,1,1,Chengalpattu,Tamil Nadu,38,137,510,349,529,19
2016-01-11,2016,1,2,Chengalpattu,Tamil Nadu,44,164,775,387,266,25
2016-01-18,2016,1,3,Chengalpattu,Tamil Nadu,41,318,1152,534,478,19
2016-01-25,2016,1,4,Chengalpattu,Tamil Nadu,42,108,673,487,371,21
2016-02-01,2016,2,5,Chengalpattu,Tamil Nadu,33,212,1250,342,112,17
2016-02-08,2016,2,6,Chengalpattu,Tamil Nadu,34,159,712,262,331,25
2016-02-15,2016,2,7,Chengalpattu,Tamil Nadu,50,132,611,456,143,25
2016-02-22,2016,2,8,Chengalpattu,Tamil Nadu,22,168,1464,365,196,18
2016-02-29,2016,2,9,Chengalpattu,Tamil Nadu,46,136,516,251,273,24
2016-03-07,2016,3,10,Chengalpattu,Tamil Nadu,32,208,1046,243,185,19
2016-03-14,2016,3,11,Chengalpattu,Tamil Nadu,52,226,1427,590,127,25
2016-03-21,2016,3,12,Chengalpattu,Tamil Nadu,48,221,538,353,307,36
2016-03-28,2016,3,13,Chengalpattu,Tamil Nadu,26,303,807,543,187,17
2016-04-04,2016,4,14,Chengalpattu,Tamil Nadu,19,623,1074,400,189,12
2016-04-11,2016,4,15,Chengalpattu,Tamil Nadu,41,521,1190,608,277,31
2016-04-18,2016,4,16,Chengalpattu,Tamil Nadu,43,256,553,432,204,19
2016-04-25,2016,4,17,Chengalpattu,Tamil Nadu,32,559,1038,305,365,15
2016-05-02,2016,5,18,Chengalpattu,Tamil Nadu,31,702,994,462,243,19
2016-05-09,2016,5,19,Chengalpattu,Tamil Nadu,60,577,1379,472,306,34
2016-05-16,2016,5,20,Chengalpattu,Tamil Nadu,33,587,1208,571,282,19
2016-05-23,2016,5,21,Chengalpattu,Tamil Nadu,44,407,1158,346,218,24
2016-05-30,2016,5,22,Chengalpattu,Tamil Nadu,51,424,550,450,357,35
2016-06-06,2016,6,23,Chengalpattu,Tamil Nadu,50,183,956,488,283,29
