unique_id,state,district,disease,no_of_cases,no_of_deaths,outbreak_start_date,reporting_date,current_status,week_number,year,week_date_range
TN/2015/19/0191,Tamil Nadu,Tenkasi,Acute Gastroenteritis,21,0,01-01-2015,07-01-2015,Under Control,19,2015,Week 19 of 2015
TN/2015/19/0192,Tamil Nadu,Kallakurichi,Acute Gastroenteritis,21,0,01-01-2015,07-01-2015,Closed,19,2015,Week 19 of 2015
TN/2015/19/0193,Tamil Nadu,Namakkal,Dengue,10,0,01-01-2015,07-01-2015,Under Control,19,2015,Week 19 of 2015
TN/2015/19/0194,Tamil Nadu,Namakkal,Acute Gastroenteritis,18,0,01-01-2015,07-01-2015,Under Surveillance,19,2015,Week 19 of 2015
TN/2015/19/0195,Tamil Nadu,Namakkal,Fever,9,0,01-01-2015,07-01-2015,Closed,19,2015,Week 19 of 2015
TN/2015/20/0196,Tamil Nadu,Nagapattinam,Dengue,8,0,01-01-2015,07-01-2015,Closed,20,2015,Week 20 of 2015
TN/2015/20/0197,Tamil Nadu,Kallakurichi,Fever,14,0,01-01-2015,07-01-2015,Under Control,20,2015,Week 20 of 2015
TN/2015/20/0198,Tamil Nadu,Kanchipuram,Acute Gastroenteritis,20,0,01-01-2015,07-01-2015,Under Control,20,2015,Week 20 of 2015
TN/2015/20/0199,Tamil Nadu,Chennai,Dengue,6,1,01-01-2015,07-01-2015,Under Surveillance,20,2015,Week 20 of 2015
TN/2015/20/0200,Tamil Nadu,Chennai,Acute Gastroenteritis,8,0,01-01-2015,07-01-2015,Under Surveillance,20,2015,Week 20 of 2015
TN/2015/20/0201,Tamil Nadu,Chennai,Fever,18,0,01-01-2015,07-01-2015,Closed,20,2015,Week 20 of 2015
TN/2015/20/0202,Tamil Nadu,Thiruvallur,Scrub Typhus,3,0,01-01-2015,07-01-2015,Under Control,20,2015,Week 20 of 2015
TN/2015/20/0203,Tamil Nadu,Thiruvallur,Acute Gastroenteritis,12,0,01-01-2015,07-01-2015,Closed,20,2015,Week 20 of 2015
TN/2015/20/0204,Tamil Nadu,Thiruvallur,Fever,16,0,01-01-2015,07-01-2015,Under Control,20,2015,Week 20 of 2015
TN/2015/20/0205,Tamil Nadu,Tiruvannamalai,Dengue,6,0,01-01-2015,07-01-2015,Under Surveillance,20,2015,Week 20 of 2015
TN/2015/20/0206,Tamil Nadu,Tiruvannamalai,Fever,9,0,01-01-2015,07-01-2015,Under Control,20,2015,Week 20 of 2015
TN/2015/20/0207,Tamil Nadu,Tuticorin,Dengue,3,0,01-01-2015,07-01-2015,Under Control,20,2015,Week 20 of 2015
TN/2015/20/0208,Tamil Nadu,Tuticorin,Acute Gastroenteritis,14,0,01-01-2015,07-01-2015,Under Surveillance,20,2015,Week 20 of 2015
TN/2015/21/0209,Tamil Nadu,Tenkasi,Scrub Typhus,2,0,01-01-2015,07-01-2015,Under Surveillance,21,2015,Week 21 of 2015
TN/2015/21/0210,Tamil Nadu,Tenkasi,Acute Gastroenteritis,21,0,01-01-2015,07-01-2015,Under Surveillance,21,2015,Week 21 of 2015
TN/2015/21/0211,Tamil Nadu,Coimbatore,Scrub Typhus,1,0,01-01-2015,07-01-2015,Closed,21,2015,Week 21 of 2015
TN/2015/21/0212,Tamil Nadu,Mayiladuthurai,Dengue,3,0,01-01-2015,07-01-2015,Under Surveillance,21,2015,Week 21 of 2015
TN/2015/21/0213,Tamil Nadu,Mayiladuthurai,Scrub Typhus,3,0,01-01-2015,07-01-2015,Under Control,21,2015,Week 21 of 2015
TN/2015/21/0214,Tamil Nadu,Thiruvallur,Scrub Typhus,3,0,01-01-2015,07-01-2015,Closed,21,2015,Week 21 of 2015
TN/2015/21/0215,Tamil Nadu,Thiruvallur,Acute Gastroenteritis,21,0,01-01-2015,07-01-2015,Closed,21,2015,Week 21 of 2015
TN/2015/21/0216,Tamil Nadu,Thiruvallur,Fever,17,0,01-01-2015,07-01-2015,Under Surveillance,21,2015,Week 21 of 2015
TN/2015/21/0217,Tamil Nadu,Ariyalur,Dengue,9,0,01-01-2015,07-01-2015,Under Control,21,2015,Week 21 of 2015
TN/2015/21/0218,Tamil Nadu,Ariyalur,Acute Gastroenteritis,23,0,01-01-2015,07-01-2015,Closed,21,2015,Week 21 of 2015
TN/2015/21/0219,Tamil Nadu,Tirunelveli,Fever,14,0,01-01-2015,07-01-2015,Closed,21,2015,Week 21 of 2015
TN/2015/21/0220,Tamil Nadu,Cuddalore,Acute Gastroenteritis,18,0,01-01-2015,07-01-2015,Under Control,21,2015,Week 21 of 2015
TN/2015/21/0221,Tamil Nadu,Vellore,Fever,6,0,01-01-2015,07-01-2015,Under Surveillance,21,2015,Week 21 of 2015
TN/2015/21/0222,Tamil Nadu,Kallakurichi,Dengue,7,0,01-01-2015,07-01-2015,Closed,21,2015,Week 21 of 2015
TN/2015/22/0223,Tamil Nadu,Thanjavur,Fever,16,0,01-01-2015,07-01-2015,Under Surveillance,22,2015,Week 22 of 2015
TN/2015/22/0224,Tamil Nadu,Theni,Acute Gastroenteritis,23,0,01-01-2015,07-01-2015,Under Surveillance,22,2015,Week 22 of 2015
TN/2015/22/0225,Tamil Nadu,Ramanathapuram,Dengue,4,0,01-01-2015,07-01-2015,Closed,22,2015,Week 22 of 2015
TN/2015/22/0226,Tamil Nadu,Ramanathapuram,Acute Gastroenteritis,13,0,01-01-2015,07-01-2015,Under Surveillance,22,2015,Week 22 of 2015
TN/2015/23/0227,Tamil Nadu,Perambalur,Dengue,8,0,01-01-2015,07-01-2015,Under Control,23,2015,Week 23 of 2015
TN/2015/23/0228,Tamil Nadu,Perambalur,Scrub Typhus,3,0,01-01-2015,07-01-2015,Closed,23,2015,Week 23 of 2015
TN/2015/23/0229,Tamil Nadu,Cuddalore,Dengue,5,0,01-01-2015,07-01-2015,Under Surveillance,23,2015,Week 23 of 2015
TN/2015/23/0230,Tamil Nadu,Cuddalore,Scrub Typhus,2,0,01-01-2015,07-01-2015,Closed,23,2015,Week 23 of 2015
TN/2015/23/0231,Tamil Nadu,Cuddalore,Fever,18,0,01-01-2015,07-01-2015,Under Surveillance,23,2015,Week 23 of 2015
TN/2015/23/0232,Tamil Nadu,Kanchipuram,Dengue,3,0,01-01-2015,07-01-2015,Closed,23,2015,Week 23 of 2015
TN/2015/23/0233,Tamil Nadu,Kanchipuram,Acute Gastroenteritis,66,0,01-01-2015,07-01-2015,Under Surveillance,23,2015,Week 23 of 2015
TN/2015/23/0234,Tamil Nadu,Mayiladuthurai,Dengue,9,0,01-01-2015,07-01-2015,Closed,23,2015,Week 23 of 2015
TN/2015/23/0235,Tamil Nadu,Mayiladuthurai,Scrub Typhus,6,0,01-01-2015,07-01-2015,Under Control,23,2015,Week 23 of 2015
TN/2015/23/0236,Tamil Nadu,Mayiladuthurai,Fever,21,0,01-01-2015,07-01-2015,Closed,23,2015,Week 23 of 2015
TN/2015/23/0237,Tamil Nadu,Ariyalur,Dengue,2,0,01-01-2015,07-01-2015,Under Control,23,2015,Week 23 of 2015
TN/2015/23/0238,Tamil Nadu,Ariyalur,Scrub Typhus,3,0,01-01-2015,07-01-2015,Under Surveillance,23,2015,Week 23 of 2015
TN/2015/23/0239,Tamil Nadu,Ariyalur,Acute Gastroenteritis,62,1,01-01-2015,07-01-2015,Under Surveillance,23,2015,Week 23 of 2015
TN/2015/24/0240,Tamil Nadu,Tiruvannamalai,Fever,12,0,01-01-2015,07-01-2015,Under Control,24,2015,Week 24 of 2015
TN/2015/24/0241,Tamil Nadu,Tiruppur,Dengue,7,0,01-01-2015,07-01-2015,Closed,24,2015,Week 24 of 2015
TN/2015/24/0242,Tamil Nadu,Tiruppur,Fever,15,0,01-01-2015,07-01-2015,Closed,24,2015,Week 24 of 2015
TN/2015/24/0243,Tamil Nadu,Sivaganga,Dengue,3,0,01-01-2015,07-01-2015,Under Control,24,2015,Week 24 of 2015
TN/2015/24/0244,Tamil Nadu,Sivaganga,Scrub Typhus,5,0,01-01-2015,07-01-2015,Under Control,24,2015,Week 24 of 2015
TN/2015/24/0245,Tamil Nadu,Sivaganga,Fever,21,0,01-01-2015,07-01-2015,Closed,24,2015,Week 24 of 2015
TN/2015/24/0246,Tamil Nadu,Cuddalore,Dengue,7,0,01-01-2015,07-01-2015,Under Control,24,2015,Week 24 of 2015
TN/2015/24/0247,Tamil Nadu,Cuddalore,Fever,14,0,01-01-2015,07-01-2015,Under Control,24,2015,Week 24 of 2015
TN/2015/24/0248,Tamil Nadu,Tenkasi,Dengue,5,0,01-01-2015,07-01-2015,Under Control,24,2015,Week 24 of 2015
TN/2015/24/0249,Tamil Nadu,Tenkasi,Acute Gastroenteritis,57,0,01-01-2015,07-01-2015,Under Control,24,2015,Week 24 of 2015
TN/2015/24/0250,Tamil Nadu,Tenkasi,Fever,16,0,01-01-2015,07-01-2015,Closed,24,2015,Week 24 of 2015
TN/2015/25/0251,Tamil Nadu,Nagapattinam,Dengue,5,0,01-01-2015,07-01-2015,Under Surveillance,25,2015,Week 25 of 2015
TN/2015/25/0252,Tamil Nadu,Nagapattinam,Scrub Typhus,2,0,01-01-2015,07-01-2015,Under Control,25,2015,Week 25 of 2015
TN/2015/25/0253,Tamil Nadu,Nagapattinam,Fever,24,0,01-01-2015,07-01-2015,Under Surveillance,25,2015,Week 25 of 2015
TN/2015/25/0254,Tamil Nadu,Villupuram,Dengue,6,0,01-01-2015,07-01-2015,Closed,25,2015,Week 25 of 2015
TN/2015/25/0255,Tamil Nadu,Villupuram,Scrub Typhus,6,0,01-01-2015,07-01-2015,Closed,25,2015,Week 25 of 2015
TN/2015/25/0256,Tamil Nadu,Villupuram,Acute Gastroenteritis,68,0,01-01-2015,07-01-2015,Under Control,25,2015,Week 25 of 2015
TN/2015/25/0257,Tamil Nadu,Perambalur,Acute Gastroenteritis,58,0,01-01-2015,07-01-2015,Closed,25,2015,Week 25 of 2015
TN/2015/25/0258,Tamil Nadu,Perambalur,Fever,22,1,01-01-2015,07-01-2015,Under Surveillance,25,2015,Week 25 of 2015
TN/2015/25/0259,Tamil Nadu,Sivaganga,Scrub Typhus,4,0,01-01-2015,07-01-2015,Closed,25,2015,Week 25 of 2015
TN/2015/25/0260,Tamil Nadu,Sivaganga,Fever,14,0,01-01-2015,07-01-2015,Under Control,25,2015,Week 25 of 2015
TN/2015/25/0261,Tamil Nadu,Ramanathapuram,Acute Gastroenteritis,62,0,01-01-2015,07-01-2015,Under Control,25,2015,Week 25 of 2015
TN/2015/25/0262,Tamil Nadu,Ramanathapuram,Fever,15,0,01-01-2015,07-01-2015,Under Control,25,2015,Week 25 of 2015
TN/2015/25/0263,Tamil Nadu,Tiruvannamalai,Dengue,8,0,01-01-2015,07-01-2015,Closed,25,2015,Week 25 of 2015
TN/2015/25/0264,Tamil Nadu,Tiruvannamalai,Acute Gastroenteritis,55,0,01-01-2015,07-01-2015,Under Control,25,2015,Week 25 of 2015
TN/2015/26/0265,Tamil Nadu,Ranipet,Scrub Typhus,5,0,01-01-2015,07-01-2015,Under Control,26,2015,Week 26 of 2015
TN/2015/26/0266,Tamil Nadu,Sivaganga,Fever,19,0,01-01-2015,07-01-2015,Closed,26,2015,Week 26 of 2015
TN/2015/26/0267,Tamil Nadu,Krishnagiri,Dengue,7,0,01-01-2015,07-01-2015,Under Surveillance,26,2015,Week 26 of 2015
TN/2015/26/0268,Tamil Nadu,Krishnagiri,Scrub Typhus,5,0,01-01-2015,07-01-2015,Under Surveillance,26,2015,Week 26 of 2015
TN/2015/26/0269,Tamil Nadu,Krishnagiri,Fever,17,0,01-01-2015,07-01-2015,Under Control,26,2015,Week 26 of 2015
TN/2015/27/0270,Tamil Nadu,Chennai,Scrub Typhus,7,0,01-01-2015,07-01-2015,Under Control,27,2015,Week 27 of 2015
TN/2015/27/0271,Tamil Nadu,Chennai,Acute Gastroenteritis,51,0,01-01-2015,07-01-2015,Under Surveillance,27,2015,Week 27 of 2015
TN/2015/27/0272,Tamil Nadu,Cuddalore,Scrub Typhus,7,0,01-01-2015,07-01-2015,Closed,27,2015,Week 27 of 2015
TN/2015/27/0273,Tamil Nadu,Cuddalore,Acute Gastroenteritis,48,0,01-01-2015,07-01-2015,Under Control,27,2015,Week 27 of 2015
TN/2015/27/0274,Tamil Nadu,Cuddalore,Fever,22,0,01-01-2015,07-01-2015,Under Surveillance,27,2015,Week 27 of 2015
TN/2015/27/0275,Tamil Nadu,Chengalpattu,Dengue,15,0,01-01-2015,07-01-2015,Closed,27,2015,Week 27 of 2015
TN/2015/27/0276,Tamil Nadu,Chengalpattu,Scrub Typhus,7,0,01-01-2015,07-01-2015,Under Surveillance,27,2015,Week 27 of 2015
TN/2015/27/0277,Tamil Nadu,Tirupathur,Acute Gastroenteritis,49,0,01-01-2015,07-01-2015,Under Surveillance,27,2015,Week 27 of 2015
TN/2015/27/0278,Tamil Nadu,Ariyalur,Scrub Typhus,6,0,01-01-2015,07-01-2015,Under Control,27,2015,Week 27 of 2015
TN/2015/27/0279,Tamil Nadu,Ranipet,Dengue,12,0,01-01-2015,07-01-2015,Under Surveillance,27,2015,Week 27 of 2015
TN/2015/27/0280,Tamil Nadu,Tenkasi,Scrub Typhus,11,0,01-01-2015,07-01-2015,Under Control,27,2015,Week 27 of 2015
TN/2015/27/0281,Tamil Nadu,Tenkasi,Acute Gastroenteritis,53,0,01-01-2015,07-01-2015,Under Control,27,2015,Week 27 of 2015
TN/2015/27/0282,Tamil Nadu,Tenkasi,Fever,13,0,01-01-2015,07-01-2015,Under Control,27,2015,Week 27 of 2015
TN/2015/28/0283,Tamil Nadu,Krishnagiri,Dengue,12,0,01-01-2015,07-01-2015,Under Control,28,2015,Week 28 of 2015
TN/2015/28/0284,Tamil Nadu,Krishnagiri,Fever,18,0,01-01-2015,07-01-2015,Closed,28,2015,Week 28 of 2015
TN/2015/28/0285,Tamil Nadu,Mayiladuthurai,Fever,24,0,01-01-2015,07-01-2015,Closed,28,2015,Week 28 of 2015
TN/2015/28/0286,Tamil Nadu,Nagapattinam,Dengue,10,0,01-01-2015,07-01-2015,Closed,28,2015,Week 28 of 2015
TN/2015/28/0287,Tamil Nadu,Nagapattinam,Fever,30,0,01-01-2015,07-01-2015,Under Control,28,2015,Week 28 of 2015
TN/2015/28/0288,Tamil Nadu,Salem,Scrub Typhus,9,0,01-01-2015,07-01-2015,Closed,28,2015,Week 28 of 2015
TN/2015/28/0289,Tamil Nadu,Salem,Acute Gastroenteritis,43,0,01-01-2015,07-01-2015,Under Surveillance,28,2015,Week 28 of 2015
TN/2015/28/0290,Tamil Nadu,Salem,Fever,15,0,01-01-2015,07-01-2015,Under Surveillance,28,2015,Week 28 of 2015
TN/2015/29/0291,Tamil Nadu,Virudhunagar,Dengue,6,0,01-01-2015,07-01-2015,Under Control,29,2015,Week 29 of 2015
TN/2015/29/0292,Tamil Nadu,Virudhunagar,Acute Gastroenteritis,54,0,01-01-2015,07-01-2015,Under Surveillance,29,2015,Week 29 of 2015
TN/2015/29/0293,Tamil Nadu,Virudhunagar,Fever,20,0,01-01-2015,07-01-2015,Closed,29,2015,Week 29 of 2015
TN/2015/29/0294,Tamil Nadu,Madurai,Dengue,13,0,01-01-2015,07-01-2015,Under Surveillance,29,2015,Week 29 of 2015
TN/2015/29/0295,Tamil Nadu,Madurai,Scrub Typhus,12,0,01-01-2015,07-01-2015,Closed,29,2015,Week 29 of 2015
TN/2015/29/0296,Tamil Nadu,Madurai,Fever,15,0,01-01-2015,07-01-2015,Closed,29,2015,Week 29 of 2015
TN/2015/29/0297,Tamil Nadu,Kanchipuram,Dengue,6,0,01-01-2015,07-01-2015,Under Surveillance,29,2015,Week 29 of 2015
TN/2015/29/0298,Tamil Nadu,Kanchipuram,Scrub Typhus,11,0,01-01-2015,07-01-2015,Under Surveillance,29,2015,Week 29 of 2015
TN/2015/30/0299,Tamil Nadu,Karur,Dengue,16,0,01-01-2015,07-01-2015,Closed,30,2015,Week 30 of 2015
TN/2015/30/0300,Tamil Nadu,Karur,Scrub Typhus,6,0,01-01-2015,07-01-2015,Under Control,30,2015,Week 30 of 2015
TN/2015/30/0301,Tamil Nadu,Karur,Fever,21,0,01-01-2015,07-01-2015,Closed,30,2015,Week 30 of 2015
TN/2015/30/0302,Tamil Nadu,Ranipet,Dengue,11,0,01-01-2015,07-01-2015,Under Surveillance,30,2015,Week 30 of 2015
TN/2015/30/0303,Tamil Nadu,Ranipet,Fever,20,0,01-01-2015,07-01-2015,Closed,30,2015,Week 30 of 2015
TN/2015/30/0304,Tamil Nadu,Namakkal,Dengue,9,0,01-01-2015,07-01-2015,Closed,30,2015,Week 30 of 2015
TN/2015/30/0305,Tamil Nadu,Namakkal,Scrub Typhus,10,0,01-01-2015,07-01-2015,Under Control,30,2015,Week 30 of 2015
TN/2015/30/0306,Tamil Nadu,Namakkal,Acute Gastroenteritis,62,0,01-01-2015,07-01-2015,Closed,30,2015,Week 30 of 2015
TN/2015/30/0307,Tamil Nadu,Mayiladuthurai,Dengue,8,0,01-01-2015,07-01-2015,Closed,30,2015,Week 30 of 2015
TN/2015/30/0308,Tamil Nadu,Mayiladuthurai,Scrub Typhus,3,0,01-01-2015,07-01-2015,Under Control,30,2015,Week 30 of 2015
TN/2015/30/0309,Tamil Nadu,Mayiladuthurai,Acute Gastroenteritis,61,0,01-01-2015,07-01-2015,Under Control,30,2015,Week 30 of 2015
TN/2015/30/0310,Tamil Nadu,Tiruchirappalli,Dengue,13,0,01-01-2015,07-01-2015,Under Control,30,2015,Week 30 of 2015
TN/2015/30/0311,Tamil Nadu,Dindigul,Fever,28,0,01-01-2015,07-01-2015,Under Surveillance,30,2015,Week 30 of 2015
TN/2015/30/0312,Tamil Nadu,Thiruvallur,Acute Gastroenteritis,57,0,01-01-2015,07-01-2015,Under Surveillance,30,2015,Week 30 of 2015
TN/2015/31/0313,Tamil Nadu,Pudukkottai,Acute Gastroenteritis,67,1,01-01-2015,07-01-2015,Closed,31,2015,Week 31 of 2015
TN/2015/31/0314,Tamil Nadu,Pudukkottai,Fever,23,0,01-01-2015,07-01-2015,Under Control,31,2015,Week 31 of 2015
TN/2015/31/0315,Tamil Nadu,Virudhunagar,Dengue,11,0,01-01-2015,07-01-2015,Under Control,31,2015,Week 31 of 2015
TN/2015/31/0316,Tamil Nadu,Virudhunagar,Scrub Typhus,3,0,01-01-2015,07-01-2015,Under Control,31,2015,Week 31 of 2015
TN/2015/31/0317,Tamil Nadu,Perambalur,Scrub Typhus,8,0,01-01-2015,07-01-2015,Under Surveillance,31,2015,Week 31 of 2015
TN/2015/31/0318,Tamil Nadu,Perambalur,Fever,32,0,01-01-2015,07-01-2015,Closed,31,2015,Week 31 of 2015
TN/2015/31/0319,Tamil Nadu,Thiruvallur,Dengue,11,0,01-01-2015,07-01-2015,Under Surveillance,31,2015,Week 31 of 2015
TN/2015/31/0320,Tamil Nadu,Thiruvallur,Fever,17,0,01-01-2015,07-01-2015,Closed,31,2015,Week 31 of 2015
TN/2015/31/0321,Tamil Nadu,Ranipet,Dengue,12,0,01-01-2015,07-01-2015,Under Control,31,2015,Week 31 of 2015
TN/2015/31/0322,Tamil Nadu,Ranipet,Acute Gastroenteritis,61,0,01-01-2015,07-01-2015,Under Control,31,2015,Week 31 of 2015
TN/2015/32/0323,Tamil Nadu,Perambalur,Acute Gastroenteritis,27,0,01-01-2015,07-01-2015,Under Control,32,2015,Week 32 of 2015
TN/2015/32/0324,Tamil Nadu,Perambalur,Fever,25,0,01-01-2015,07-01-2015,Closed,32,2015,Week 32 of 2015
TN/2015/32/0325,Tamil Nadu,Tiruchirappalli,Dengue,25,0,01-01-2015,07-01-2015,Under Control,32,2015,Week 32 of 2015
TN/2015/32/0326,Tamil Nadu,Tiruchirappalli,Fever,20,0,01-01-2015,07-01-2015,Under Surveillance,32,2015,Week 32 of 2015
TN/2015/32/0327,Tamil Nadu,Kallakurichi,Dengue,14,0,01-01-2015,07-01-2015,Under Surveillance,32,2015,Week 32 of 2015
TN/2015/32/0328,Tamil Nadu,Dharmapuri,Scrub Typhus,10,0,01-01-2015,07-01-2015,Under Control,32,2015,Week 32 of 2015
TN/2015/32/0329,Tamil Nadu,Dharmapuri,Acute Gastroenteritis,22,0,01-01-2015,07-01-2015,Closed,32,2015,Week 32 of 2015
TN/2015/32/0330,Tamil Nadu,Dharmapuri,Fever,14,0,01-01-2015,07-01-2015,Under Surveillance,32,2015,Week 32 of 2015
TN/2015/32/0331,Tamil Nadu,Nagapattinam,Scrub Typhus,8,0,01-01-2015,07-01-2015,Closed,32,2015,Week 32 of 2015
TN/2015/32/0332,Tamil Nadu,Nagapattinam,Fever,17,0,01-01-2015,07-01-2015,Closed,32,2015,Week 32 of 2015
TN/2015/32/0333,Tamil Nadu,Tiruvannamalai,Dengue,17,0,01-01-2015,07-01-2015,Under Surveillance,32,2015,Week 32 of 2015
TN/2015/32/0334,Tamil Nadu,Mayiladuthurai,Scrub Typhus,8,0,01-01-2015,07-01-2015,Closed,32,2015,Week 32 of 2015
TN/2015/32/0335,Tamil Nadu,Mayiladuthurai,Acute Gastroenteritis,30,0,01-01-2015,07-01-2015,Closed,32,2015,Week 32 of 2015
TN/2015/32/0336,Tamil Nadu,Mayiladuthurai,Fever,12,0,01-01-2015,07-01-2015,Under Surveillance,32,2015,Week 32 of 2015
TN/2015/32/0337,Tamil Nadu,Ranipet,Scrub Typhus,12,0,01-01-2015,07-01-2015,Closed,32,2015,Week 32 of 2015
TN/2015/33/0338,Tamil Nadu,Ranipet,Scrub Typhus,8,0,01-01-2015,07-01-2015,Closed,33,2015,Week 33 of 2015
TN/2015/33/0339,Tamil Nadu,Tenkasi,Dengue,13,0,01-01-2015,07-01-2015,Closed,33,2015,Week 33 of 2015
TN/2015/33/0340,Tamil Nadu,Tenkasi,Fever,23,0,01-01-2015,07-01-2015,Under Control,33,2015,Week 33 of 2015
TN/2015/33/0341,Tamil Nadu,Ramanathapuram,Fever,27,0,01-01-2015,07-01-2015,Under Control,33,2015,Week 33 of 2015
TN/2015/33/0342,Tamil Nadu,Sivaganga,Dengue,16,0,01-01-2015,07-01-2015,Under Surveillance,33,2015,Week 33 of 2015
TN/2015/33/0343,Tamil Nadu,Sivaganga,Acute Gastroenteritis,27,0,01-01-2015,07-01-2015,Under Surveillance,33,2015,Week 33 of 2015
TN/2015/33/0344,Tamil Nadu,Villupuram,Dengue,22,0,01-01-2015,07-01-2015,Under Surveillance,33,2015,Week 33 of 2015
TN/2015/33/0345,Tamil Nadu,Villupuram,Scrub Typhus,10,0,01-01-2015,07-01-2015,Under Surveillance,33,2015,Week 33 of 2015
TN/2015/33/0346,Tamil Nadu,Kanniyakumari,Dengue,19,0,01-01-2015,07-01-2015,Closed,33,2015,Week 33 of 2015
TN/2015/33/0347,Tamil Nadu,Chengalpattu,Dengue,16,0,01-01-2015,07-01-2015,Under Surveillance,33,2015,Week 33 of 2015
TN/2015/33/0348,Tamil Nadu,Chengalpattu,Fever,27,0,01-01-2015,07-01-2015,Under Surveillance,33,2015,Week 33 of 2015
TN/2015/33/0349,Tamil Nadu,Coimbatore,Acute Gastroenteritis,38,0,01-01-2015,07-01-2015,Under Surveillance,33,2015,Week 33 of 2015
TN/2015/34/0350,Tamil Nadu,Tiruvannamalai,Dengue,22,0,01-01-2015,07-01-2015,Under Surveillance,34,2015,Week 34 of 2015
TN/2015/34/0351,Tamil Nadu,Tiruvannamalai,Fever,20,0,01-01-2015,07-01-2015,Closed,34,2015,Week 34 of 2015
TN/2015/34/0352,Tamil Nadu,Tiruvarur,Acute Gastroenteritis,27,0,01-01-2015,07-01-2015,Under Control,34,2015,Week 34 of 2015
TN/2015/34/0353,Tamil Nadu,Chengalpattu,Dengue,11,0,01-01-2015,07-01-2015,Under Surveillance,34,2015,Week 34 of 2015
TN/2015/34/0354,Tamil Nadu,Chengalpattu,Acute Gastroenteritis,35,0,01-01-2015,07-01-2015,Under Surveillance,34,2015,Week 34 of 2015
TN/2015/34/0355,Tamil Nadu,Chengalpattu,Fever,13,0,01-01-2015,07-01-2015,Closed,34,2015,Week 34 of 2015
TN/2015/34/0356,Tamil Nadu,Coimbatore,Dengue,16,0,01-01-2015,07-01-2015,Under Control,34,2015,Week 34 of 2015
TN/2015/34/0357,Tamil Nadu,Coimbatore,Acute Gastroenteritis,27,0,01-01-2015,07-01-2015,Under Surveillance,34,2015,Week 34 of 2015
TN/2015/34/0358,Tamil Nadu,Coimbatore,Fever,19,0,01-01-2015,07-01-2015,Under Surveillance,34,2015,Week 34 of 2015
TN/2015/35/0359,Tamil Nadu,Kallakurichi,Dengue,9,0,01-01-2015,07-01-2015,Under Surveillance,35,2015,Week 35 of 2015
TN/2015/35/0360,Tamil Nadu,Kallakurichi,Acute Gastroenteritis,24,0,01-01-2015,07-01-2015,Closed,35,2015,Week 35 of 2015
TN/2015/35/0361,Tamil Nadu,Villupuram,Scrub Typhus,14,0,01-01-2015,07-01-2015,Under Surveillance,35,2015,Week 35 of 2015
TN/2015/35/0362,Tamil Nadu,Karur,Scrub Typhus,4,0,01-01-2015,07-01-2015,Under Control,35,2015,Week 35 of 2015
TN/2015/35/0363,Tamil Nadu,Cuddalore,Dengue,11,0,01-01-2015,07-01-2015,Closed,35,2015,Week 35 of 2015
TN/2015/35/0364,Tamil Nadu,Cuddalore,Scrub Typhus,5,0,01-01-2015,07-01-2015,Under Control,35,2015,Week 35 of 2015
TN/2015/35/0365,Tamil Nadu,Tirupathur,Dengue,11,0,01-01-2015,07-01-2015,Closed,35,2015,Week 35 of 2015
TN/2015/35/0366,Tamil Nadu,Tirupathur,Scrub Typhus,13,0,01-01-2015,07-01-2015,Under Surveillance,35,2015,Week 35 of 2015
TN/2015/35/0367,Tamil Nadu,Tirupathur,Fever,16,0,01-01-2015,07-01-2015,Closed,35,2015,Week 35 of 2015
TN/2015/36/0368,Tamil Nadu,Thiruvallur,Fever,23,0,01-01-2015,07-01-2015,Closed,36,2015,Week 36 of 2015
TN/2015/36/0369,Tamil Nadu,Tiruvarur,Scrub Typhus,23,0,01-01-2015,07-01-2015,Under Surveillance,36,2015,Week 36 of 2015
TN/2015/36/0370,Tamil Nadu,Salem,Dengue,28,0,01-01-2015,07-01-2015,Under Surveillance,36,2015,Week 36 of 2015
TN/2015/36/0371,Tamil Nadu,Krishnagiri,Dengue,22,0,01-01-2015,07-01-2015,Under Surveillance,36,2015,Week 36 of 2015
TN/2015/36/0372,Tamil Nadu,Vellore,Scrub Typhus,25,0,01-01-2015,07-01-2015,Under Surveillance,36,2015,Week 36 of 2015
TN/2015/36/0373,Tamil Nadu,Dindigul,Scrub Typhus,25,0,01-01-2015,07-01-2015,Under Control,36,2015,Week 36 of 2015
TN/2015/36/0374,Tamil Nadu,Dindigul,Fever,35,0,01-01-2015,07-01-2015,Under Control,36,2015,Week 36 of 2015
TN/2015/37/0375,Tamil Nadu,Coimbatore,Scrub Typhus,12,0,01-01-2015,07-01-2015,Under Control,37,2015,Week 37 of 2015
TN/2015/37/0376,Tamil Nadu,Coimbatore,Acute Gastroenteritis,16,0,01-01-2015,07-01-2015,Closed,37,2015,Week 37 of 2015
TN/2015/37/0377,Tamil Nadu,Coimbatore,Fever,27,0,01-01-2015,07-01-2015,Under Surveillance,37,2015,Week 37 of 2015
TN/2015/37/0378,Tamil Nadu,Tiruchirappalli,Dengue,34,0,01-01-2015,07-01-2015,Closed,37,2015,Week 37 of 2015
TN/2015/37/0379,Tamil Nadu,Karur,Scrub Typhus,13,0,01-01-2015,07-01-2015,Closed,37,2015,Week 37 of 2015
TN/2015/37/0380,Tamil Nadu,Karur,Fever,20,0,01-01-2015,07-01-2015,Closed,37,2015,Week 37 of 2015
