date,year,month,fortnight,district,state,aedes_larval_index,house_index,container_index,risk_level
2015-11-05,2015,11,1,Chengalpattu,Tamil Nadu,26.0,20.54,12.41,High
2015-11-19,2015,11,2,Chengalpattu,Tamil Nadu,34.16,29.05,23.75,High
2015-12-03,2015,12,1,Chengalpattu,Tamil Nadu,54.55,35.54,26.28,High
2015-12-17,2015,12,2,Chengalpattu,Tamil Nadu,43.6,38.12,18.98,High
2015-12-31,2015,12,2,Chengalpattu,Tamil Nadu,51.82,35.35,29.34,High
2016-01-14,2016,1,1,Chengalpattu,Tamil Nadu,3.18,2.7,1.47,Low
2016-01-28,2016,1,2,Chengalpattu,Tamil Nadu,2.41,1.54,1.61,Low
2016-02-11,2016,2,1,Chengalpattu,Tamil Nadu,3.46,2.7,2.01,Low
2016-02-25,2016,2,2,Chengalpattu,Tamil Nadu,3.2,2.09,2.16,Low
2016-03-10,2016,3,1,Chengalpattu,Tamil Nadu,2.9,2.07,1.61,Low
2016-03-24,2016,3,2,Chengalpattu,Tamil Nadu,2.46,1.6,1.53,Low
2016-04-07,2016,4,1,Chengalpattu,Tamil Nadu,3.33,2.6,1.58,Low
2016-04-21,2016,4,2,Chengalpattu,Tamil Nadu,3.82,2.62,1.94,Low
2016-05-05,2016,5,1,Chengalpattu,Tamil Nadu,4.35,3.0,2.48,Low
2016-05-19,2016,5,2,Chengalpattu,Tamil Nadu,3.96,3.16,2.7,Low
2016-06-02,2016,6,1,Chengalpattu,Tamil Nadu,24.67,16.39,10.1,High
2016-06-16,2016,6,2,Chengalpattu,Tamil Nadu,9.36,7.29,3.89,Medium
2016-06-30,2016,6,2,Chengalpattu,Tamil Nadu,10.08,7.85,5.04,Medium
2016-07-14,2016,7,1,Chengalpattu,Tamil Nadu,13.02,8.23,5.5,Medium
2016-07-28,2016,7,2,Chengalpattu,Tamil Nadu,9.83,7.36,5.96,Medium
2016-08-11,2016,8,1,Chengalpattu,Tamil Nadu,16.45,11.09,10.62,High
2016-08-25,2016,8,2,Chengalpattu,Tamil Nadu,16.6,13.42,8.0,High
2016-09-08,2016,9,1,Chengalpattu,Tamil Nadu,19.1,13.53,8.16,High
2016-09-22,2016,9,2,Chengalpattu,Tamil Nadu,27.64,17.72,18.94,High
2016-10-06,2016,10,1,Chengalpattu,Tamil Nadu,32.24,21.13,18.14,High
2016-10-20,2016,10,2,Chengalpattu,Tamil Nadu,42.87,35.14,27.52,High
2016-11-03,2016,11,1,Chengalpattu,Tamil Nadu,23.18,18.72,15.18,High
2016-11-17,2016,11,2,Chengalpattu,Tamil Nadu,19.31,14.42,9.01,High
2016-12-01,2016,12,1,Chengalpattu,Tamil Nadu,25.73,22.73,10.6,High
2016-12-15,2016,12,1,Chengalpattu,Tamil Nadu,19.59,17.19,8.9,High
2016-12-29,2016,12,2,Chengalpattu,Tamil Nadu,55.47,48.52,22.75,High
2017-01-12,2017,1,1,Chengalpattu,Tamil Nadu,3.25,2.24,2.2,Low
2017-01-26,2017,1,2,Chengalpattu,Tamil Nadu,3.6,3.18,1.95,Low
2017-02-09,2017,2,1,Chengalpattu,Tamil Nadu,3.44,2.94,1.71,Low
2017-02-23,2017,2,2,Chengalpattu,Tamil Nadu,3.72,2.27,2.15,Low
2017-03-09,2017,3,1,Chengalpattu,Tamil Nadu,2.68,1.7,1.13,Low
2017-03-23,2017,3,2,Chengalpattu,Tamil Nadu,3.24,2.27,2.0,Low
2017-04-06,2017,4,1,Chengalpattu,Tamil Nadu,3.3,2.29,1.85,Low
2017-04-20,2017,4,2,Chengalpattu,Tamil Nadu,4.47,3.11,2.63,Low
2017-05-04,2017,5,1,Chengalpattu,Tamil Nadu,4.62,3.63,2.17,Low
2017-05-18,2017,5,2,Chengalpattu,Tamil Nadu,3.24,2.79,1.32,Low
2017-06-01,2017,6,1,Chengalpattu,Tamil Nadu,9.58,7.27,6.53,Medium
2017-06-15,2017,6,1,Chengalpattu,Tamil Nadu,9.32,8.38,4.71,Medium
2017-06-29,2017,6,2,Chengalpattu,Tamil Nadu,10.43,7.52,5.67,Medium
2017-07-13,2017,7,1,Chengalpattu,Tamil Nadu,11.82,10.19,8.22,Medium
2017-07-27,2017,7,2,Chengalpattu,Tamil Nadu,15.59,11.31,8.21,High
2017-08-10,2017,8,1,Chengalpattu,Tamil Nadu,14.63,9.83,6.34,Medium
2017-08-24,2017,8,2,Chengalpattu,Tamil Nadu,20.82,14.29,10.18,High
2017-09-07,2017,9,1,Chengalpattu,Tamil Nadu,22.3,13.66,9.04,High
2017-09-21,2017,9,2,Chengalpattu,Tamil Nadu,28.97,21.1,14.93,High
2017-10-05,2017,10,1,Chengalpattu,Tamil Nadu,25.8,17.17,17.67,High
2017-10-19,2017,10,2,Chengalpattu,Tamil Nadu,46.23,28.98,24.28,High
2017-11-02,2017,11,1,Chengalpattu,Tamil Nadu,32.06,28.32,17.32,High
2017-11-16,2017,11,2,Chengalpattu,Tamil Nadu,56.03,36.43,39.07,High
2017-11-30,2017,11,2,Chengalpattu,Tamil Nadu,48.2,42.55,28.67,High
2017-12-14,2017,12,1,Chengalpattu,Tamil Nadu,31.99,24.11,15.01,High
2017-12-28,2017,12,2,Chengalpattu,Tamil Nadu,26.25,17.49,11.97,High
2018-01-11,2018,1,1,Chengalpattu,Tamil Nadu,3.35,2.36,1.4,Low
2018-01-25,2018,1,2,Chengalpattu,Tamil Nadu,3.63,3.14,2.46,Low
2018-02-08,2018,2,1,Chengalpattu,Tamil Nadu,3.66,2.39,1.9,Low
2018-02-22,2018,2,2,Chengalpattu,Tamil Nadu,3.36,2.72,1.5,Low
2018-03-08,2018,3,1,Chengalpattu,Tamil Nadu,3.43,2.29,1.6,Low
2018-03-22,2018,3,2,Chengalpattu,Tamil Nadu,3.04,2.36,1.75,Low
2018-04-05,2018,4,1,Chengalpattu,Tamil Nadu,3.58,3.09,1.72,Low
2018-04-19,2018,4,2,Chengalpattu,Tamil Nadu,3.43,2.97,2.36,Low
2018-05-03,2018,5,1,Chengalpattu,Tamil Nadu,4.58,3.86,2.73,Low
2018-05-17,2018,5,2,Chengalpattu,Tamil Nadu,4.23,2.65,2.21,Low
2018-05-31,2018,5,2,Chengalpattu,Tamil Nadu,3.8,2.58,2.34,Low
2018-06-14,2018,6,1,Chengalpattu,Tamil Nadu,7.99,4.99,3.72,Low
2018-06-28,2018,6,2,Chengalpattu,Tamil Nadu,11.25,7.01,7.37,Medium
2018-07-12,2018,7,1,Chengalpattu,Tamil Nadu,8.75,6.51,5.06,Medium
2018-07-26,2018,7,2,Chengalpattu,Tamil Nadu,11.87,8.36,7.16,Medium
2018-08-09,2018,8,1,Chengalpattu,Tamil Nadu,14.4,9.79,9.56,Medium
2018-08-23,2018,8,2,Chengalpattu,Tamil Nadu,22.95,18.3,15.04,High
2018-09-06,2018,9,1,Chengalpattu,Tamil Nadu,23.86,19.39,15.54,High
2018-09-20,2018,9,2,Chengalpattu,Tamil Nadu,21.25,17.09,12.44,High
2018-10-04,2018,10,1,Chengalpattu,Tamil Nadu,36.13,23.4,24.0,High
2018-10-18,2018,10,2,Chengalpattu,Tamil Nadu,24.41,14.86,15.81,High
2018-11-01,2018,11,1,Chengalpattu,Tamil Nadu,31.84,22.31,19.84,High
2018-11-15,2018,11,1,Chengalpattu,Tamil Nadu,26.37,22.29,17.13,High
2018-11-29,2018,11,2,Chengalpattu,Tamil Nadu,27.48,16.54,13.36,High
2018-12-13,2018,12,1,Chengalpattu,Tamil Nadu,56.53,50.56,33.33,High
2018-12-27,2018,12,2,Chengalpattu,Tamil Nadu,22.07,17.44,12.4,High
2019-01-10,2019,1,1,Chengalpattu,Tamil Nadu,3.72,2.35,2.34,Low
2019-01-24,2019,1,2,Chengalpattu,Tamil Nadu,3.05,2.71,1.53,Low
2019-02-07,2019,2,1,Chengalpattu,Tamil Nadu,3.16,2.78,1.36,Low
2019-02-21,2019,2,2,Chengalpattu,Tamil Nadu,3.52,2.84,1.48,Low
2019-03-07,2019,3,1,Chengalpattu,Tamil Nadu,2.76,2.24,1.16,Low
2019-03-21,2019,3,2,Chengalpattu,Tamil Nadu,3.11,2.19,1.82,Low
2019-04-04,2019,4,1,Chengalpattu,Tamil Nadu,3.27,2.82,2.26,Low
2019-04-18,2019,4,2,Chengalpattu,Tamil Nadu,4.75,3.92,2.09,Low
2019-05-02,2019,5,1,Chengalpattu,Tamil Nadu,4.41,2.68,1.79,Low
2019-05-16,2019,5,2,Chengalpattu,Tamil Nadu,3.73,2.78,2.35,Low
2019-05-30,2019,5,2,Chengalpattu,Tamil Nadu,4.46,3.27,2.15,Low
2019-06-13,2019,6,1,Chengalpattu,Tamil Nadu,9.59,6.98,5.13,Medium
2019-06-27,2019,6,2,Chengalpattu,Tamil Nadu,6.92,5.8,4.21,Low
2019-07-11,2019,7,1,Chengalpattu,Tamil Nadu,9.64,6.02,5.82,Medium
2019-07-25,2019,7,2,Chengalpattu,Tamil Nadu,11.65,7.95,7.98,Medium
2019-08-08,2019,8,1,Chengalpattu,Tamil Nadu,19.92,14.54,13.61,High
2019-08-22,2019,8,2,Chengalpattu,Tamil Nadu,21.06,16.67,10.94,High
2019-09-05,2019,9,1,Chengalpattu,Tamil Nadu,21.94,19.64,11.47,High
2019-09-19,2019,9,2,Chengalpattu,Tamil Nadu,19.02,12.72,8.82,High
2019-10-03,2019,10,1,Chengalpattu,Tamil Nadu,22.56,17.95,11.52,High
2019-10-17,2019,10,2,Chengalpattu,Tamil Nadu,34.37,25.5,23.73,High
2019-10-31,2019,10,2,Chengalpattu,Tamil Nadu,24.96,21.48,15.8,High
2019-11-14,2019,11,1,Chengalpattu,Tamil Nadu,59.85,51.08,37.6,High
2019-11-28,2019,11,2,Chengalpattu,Tamil Nadu,26.0,16.62,10.65,High
2019-12-12,2019,12,1,Chengalpattu,Tamil Nadu,54.04,42.42,34.53,High
2019-12-26,2019,12,2,Chengalpattu,Tamil Nadu,53.6,34.05,23.45,High
2020-01-09,2020,1,1,Chengalpattu,Tamil Nadu,4.13,3.01,1.9,Low
2020-01-23,2020,1,2,Chengalpattu,Tamil Nadu,4.66,2.89,2.68,Low
2020-02-06,2020,2,1,Chengalpattu,Tamil Nadu,2.78,2.33,1.37,Low
2020-02-20,2020,2,2,Chengalpattu,Tamil Nadu,2.95,1.78,1.24,Low
2020-03-05,2020,3,1,Chengalpattu,Tamil Nadu,2.87,2.14,1.66,Low
2020-03-19,2020,3,2,Chengalpattu,Tamil Nadu,2.77,2.24,1.82,Low
2020-04-02,2020,4,1,Chengalpattu,Tamil Nadu,4.45,2.72,2.42,Low
2020-04-16,2020,4,2,Chengalpattu,Tamil Nadu,3.37,2.27,2.35,Low
2020-04-30,2020,4,2,Chengalpattu,Tamil Nadu,3.58,2.68,2.1,Low
2020-05-14,2020,5,1,Chengalpattu,Tamil Nadu,4.62,3.55,1.86,Low
2020-05-28,2020,5,2,Chengalpattu,Tamil Nadu,3.74,2.82,1.59,Low
2020-06-11,2020,6,1,Chengalpattu,Tamil Nadu,7.55,4.61,3.2,Low
2020-06-25,2020,6,2,Chengalpattu,Tamil Nadu,7.88,5.04,4.49,Low
2020-07-09,2020,7,1,Chengalpattu,Tamil Nadu,11.15,9.37,5.13,Medium
2020-07-23,2020,7,2,Chengalpattu,Tamil Nadu,11.13,7.03,6.58,Medium
2020-08-06,2020,8,1,Chengalpattu,Tamil Nadu,30.73,18.73,20.92,High
2020-08-20,2020,8,2,Chengalpattu,Tamil Nadu,14.63,11.15,8.96,Medium
2020-09-03,2020,9,1,Chengalpattu,Tamil Nadu,18.96,15.44,12.14,High
2020-09-17,2020,9,2,Chengalpattu,Tamil Nadu,14.15,11.95,6.0,Medium
2020-10-01,2020,10,1,Chengalpattu,Tamil Nadu,29.17,22.29,18.82,High
2020-10-15,2020,10,1,Chengalpattu,Tamil Nadu,28.46,22.57,15.88,High
2020-10-29,2020,10,2,Chengalpattu,Tamil Nadu,31.24,19.51,13.06,High
2020-11-12,2020,11,1,Chengalpattu,Tamil Nadu,31.41,20.35,20.78,High
2020-11-26,2020,11,2,Chengalpattu,Tamil Nadu,24.6,21.96,12.33,High
2020-12-10,2020,12,1,Chengalpattu,Tamil Nadu,47.13,39.44,28.17,High
2020-12-24,2020,12,2,Chengalpattu,Tamil Nadu,53.96,41.37,33.23,High
2021-01-07,2021,1,1,Chengalpattu,Tamil Nadu,3.14,2.82,2.17,Low
2021-01-21,2021,1,2,Chengalpattu,Tamil Nadu,8.82,5.82,5.33,Medium
2021-02-04,2021,2,1,Chengalpattu,Tamil Nadu,3.21,1.96,1.53,Low
2021-02-18,2021,2,2,Chengalpattu,Tamil Nadu,2.96,2.55,1.83,Low
2021-03-04,2021,3,1,Chengalpattu,Tamil Nadu,3.29,2.39,1.66,Low
2021-03-18,2021,3,2,Chengalpattu,Tamil Nadu,3.13,2.81,1.29,Low
2021-04-01,2021,4,1,Chengalpattu,Tamil Nadu,4.59,3.55,2.44,Low
2021-04-15,2021,4,1,Chengalpattu,Tamil Nadu,4.36,3.25,2.89,Low
2021-04-29,2021,4,2,Chengalpattu,Tamil Nadu,5.41,3.93,2.61,Low
2021-05-13,2021,5,1,Chengalpattu,Tamil Nadu,4.84,4.23,2.24,Low
2021-05-27,2021,5,2,Chengalpattu,Tamil Nadu,4.22,3.33,2.62,Low
2021-06-10,2021,6,1,Chengalpattu,Tamil Nadu,8.93,7.28,6.01,Medium
2021-06-24,2021,6,2,Chengalpattu,Tamil Nadu,8.29,5.56,5.73,Medium
2021-07-08,2021,7,1,Chengalpattu,Tamil Nadu,7.7,6.59,4.22,Low
2021-07-22,2021,7,2,Chengalpattu,Tamil Nadu,10.27,8.84,5.48,Medium
2021-08-05,2021,8,1,Chengalpattu,Tamil Nadu,28.98,20.51,16.75,High
2021-08-19,2021,8,2,Chengalpattu,Tamil Nadu,12.31,8.83,8.5,Medium
2021-09-02,2021,9,1,Chengalpattu,Tamil Nadu,16.45,13.11,8.18,High
2021-09-16,2021,9,2,Chengalpattu,Tamil Nadu,24.08,15.39,16.64,High
2021-09-30,2021,9,2,Chengalpattu,Tamil Nadu,16.12,10.81,6.8,High
2021-10-14,2021,10,1,Chengalpattu,Tamil Nadu,25.74,19.46,12.9,High
2021-10-28,2021,10,2,Chengalpattu,Tamil Nadu,54.82,39.98,26.02,High
2021-11-11,2021,11,1,Chengalpattu,Tamil Nadu,27.82,22.59,12.52,High
2021-11-25,2021,11,2,Chengalpattu,Tamil Nadu,46.82,28.61,29.07,High
2021-12-09,2021,12,1,Chengalpattu,Tamil Nadu,57.54,42.72,37.59,High
2021-12-23,2021,12,2,Chengalpattu,Tamil Nadu,60.6,47.0,40.03,High
2022-01-06,2022,1,1,Chengalpattu,Tamil Nadu,3.52,2.23,1.69,Low
2022-01-20,2022,1,2,Chengalpattu,Tamil Nadu,4.98,3.78,3.39,Low
2022-02-03,2022,2,1,Chengalpattu,Tamil Nadu,2.59,1.65,1.39,Low
2022-02-17,2022,2,2,Chengalpattu,Tamil Nadu,3.75,2.61,2.07,Low
2022-03-03,2022,3,1,Chengalpattu,Tamil Nadu,2.45,1.58,1.71,Low
2022-03-17,2022,3,2,Chengalpattu,Tamil Nadu,3.56,2.14,2.44,Low
2022-03-31,2022,3,2,Chengalpattu,Tamil Nadu,3.26,2.8,1.75,Low
2022-04-14,2022,4,1,Chengalpattu,Tamil Nadu,4.02,3.0,2.41,Low
2022-04-28,2022,4,2,Chengalpattu,Tamil Nadu,3.45,2.1,1.7,Low
2022-05-12,2022,5,1,Chengalpattu,Tamil Nadu,4.36,2.88,2.62,Low
2022-05-26,2022,5,2,Chengalpattu,Tamil Nadu,5.42,3.4,3.26,Low
2022-06-09,2022,6,1,Chengalpattu,Tamil Nadu,9.91,8.53,4.49,Medium
2022-06-23,2022,6,2,Chengalpattu,Tamil Nadu,9.02,7.68,6.16,Medium
2022-07-07,2022,7,1,Chengalpattu,Tamil Nadu,14.61,10.95,8.55,Medium
2022-07-21,2022,7,2,Chengalpattu,Tamil Nadu,12.69,9.79,5.19,Medium
2022-08-04,2022,8,1,Chengalpattu,Tamil Nadu,19.96,16.1,12.03,High
2022-08-18,2022,8,2,Chengalpattu,Tamil Nadu,17.47,13.94,9.05,High
2022-09-01,2022,9,1,Chengalpattu,Tamil Nadu,16.22,10.25,9.69,High
2022-09-15,2022,9,1,Chengalpattu,Tamil Nadu,34.9,21.44,24.19,High
2022-09-29,2022,9,2,Chengalpattu,Tamil Nadu,17.29,14.89,10.97,High
2022-10-13,2022,10,1,Chengalpattu,Tamil Nadu,21.98,18.06,14.58,High
2022-10-27,2022,10,2,Chengalpattu,Tamil Nadu,33.74,23.55,20.25,High
2022-11-10,2022,11,1,Chengalpattu,Tamil Nadu,32.41,26.86,20.72,High
2022-11-24,2022,11,2,Chengalpattu,Tamil Nadu,52.61,44.47,22.94,High
2022-12-08,2022,12,1,Chengalpattu,Tamil Nadu,54.96,33.07,27.34,High
2022-12-22,2022,12,2,Chengalpattu,Tamil Nadu,20.54,14.77,12.5,High
2023-01-05,2023,1,1,Chengalpattu,Tamil Nadu,8.6,6.32,4.05,Medium
2023-01-19,2023,1,2,Chengalpattu,Tamil Nadu,3.37,2.25,1.42,Low
2023-02-02,2023,2,1,Chengalpattu,Tamil Nadu,3.19,2.55,1.87,Low
2023-02-16,2023,2,2,Chengalpattu,Tamil Nadu,2.96,2.11,1.95,Low
2023-03-02,2023,3,1,Chengalpattu,Tamil Nadu,3.04,2.26,1.24,Low
2023-03-16,2023,3,2,Chengalpattu,Tamil Nadu,2.81,2.01,1.46,Low
2023-03-30,2023,3,2,Chengalpattu,Tamil Nadu,3.1,2.36,1.81,Low
2023-04-13,2023,4,1,Chengalpattu,Tamil Nadu,5.83,4.92,3.59,Low
2023-04-27,2023,4,2,Chengalpattu,Tamil Nadu,4.73,2.86,2.17,Low
2023-05-11,2023,5,1,Chengalpattu,Tamil Nadu,3.47,2.76,2.32,Low
2023-05-25,2023,5,2,Chengalpattu,Tamil Nadu,5.82,5.11,2.43,Low
2023-06-08,2023,6,1,Chengalpattu,Tamil Nadu,9.64,6.8,4.15,Medium
2023-06-22,2023,6,2,Chengalpattu,Tamil Nadu,8.96,6.07,4.35,Medium
2023-07-06,2023,7,1,Chengalpattu,Tamil Nadu,16.63,13.98,9.34,High
2023-07-20,2023,7,2,Chengalpattu,Tamil Nadu,9.9,7.75,6.09,Medium
2023-08-03,2023,8,1,Chengalpattu,Tamil Nadu,18.0,13.03,7.86,High
2023-08-17,2023,8,2,Chengalpattu,Tamil Nadu,12.66,10.18,5.75,Medium
2023-08-31,2023,8,2,Chengalpattu,Tamil Nadu,20.99,17.06,9.07,High
2023-09-14,2023,9,1,Chengalpattu,Tamil Nadu,21.39,14.48,14.74,High
2023-09-28,2023,9,2,Chengalpattu,Tamil Nadu,22.64,19.06,12.79,High
2023-10-12,2023,10,1,Chengalpattu,Tamil Nadu,44.14,34.87,30.25,High
2023-10-26,2023,10,2,Chengalpattu,Tamil Nadu,28.0,23.68,18.63,High
2023-11-09,2023,11,1,Chengalpattu,Tamil Nadu,18.54,12.3,10.81,High
2023-11-23,2023,11,2,Chengalpattu,Tamil Nadu,38.34,32.66,25.69,High
2023-12-07,2023,12,1,Chengalpattu,Tamil Nadu,44.33,29.75,28.11,High
2023-12-21,2023,12,2,Chengalpattu,Tamil Nadu,49.14,41.61,25.9,High
2024-01-04,2024,1,1,Chengalpattu,Tamil Nadu,3.75,2.36,2.2,Low
2024-01-18,2024,1,2,Chengalpattu,Tamil Nadu,3.05,2.37,1.37,Low
2024-02-01,2024,2,1,Chengalpattu,Tamil Nadu,7.24,6.22,3.37,Low
2024-02-15,2024,2,1,Chengalpattu,Tamil Nadu,2.51,1.52,1.49,Low
2024-02-29,2024,2,2,Chengalpattu,Tamil Nadu,3.13,2.39,1.47,Low
2024-03-14,2024,3,1,Chengalpattu,Tamil Nadu,2.87,2.23,1.58,Low
2024-03-28,2024,3,2,Chengalpattu,Tamil Nadu,3.59,2.3,2.18,Low
2024-04-11,2024,4,1,Chengalpattu,Tamil Nadu,3.85,2.8,2.37,Low
2024-04-25,2024,4,2,Chengalpattu,Tamil Nadu,4.31,3.87,1.89,Low
2024-05-09,2024,5,1,Chengalpattu,Tamil Nadu,3.37,2.75,1.93,Low
2024-05-23,2024,5,2,Chengalpattu,Tamil Nadu,3.64,2.27,1.55,Low
2024-06-06,2024,6,1,Chengalpattu,Tamil Nadu,11.49,7.56,5.71,Medium
2024-06-20,2024,6,2,Chengalpattu,Tamil Nadu,9.63,6.8,4.05,Medium
2024-07-04,2024,7,1,Chengalpattu,Tamil Nadu,19.31,11.98,12.36,High
2024-07-18,2024,7,2,Chengalpattu,Tamil Nadu,11.16,8.5,7.41,Medium
2024-08-01,2024,8,1,Chengalpattu,Tamil Nadu,29.13,22.14,14.49,High
2024-08-15,2024,8,1,Chengalpattu,Tamil Nadu,12.27,9.83,8.57,Medium
2024-08-29,2024,8,2,Chengalpattu,Tamil Nadu,33.91,26.02,21.0,High
2024-09-12,2024,9,1,Chengalpattu,Tamil Nadu,12.04,7.44,6.85,Medium
2024-09-26,2024,9,2,Chengalpattu,Tamil Nadu,19.38,12.65,11.76,High
2024-10-10,2024,10,1,Chengalpattu,Tamil Nadu,26.61,20.24,11.42,High
2024-10-24,2024,10,2,Chengalpattu,Tamil Nadu,28.1,23.23,14.17,High
2024-11-07,2024,11,1,Chengalpattu,Tamil Nadu,54.66,45.84,37.07,High
2024-11-21,2024,11,2,Chengalpattu,Tamil Nadu,19.8,14.25,8.83,High
2024-12-05,2024,12,1,Chengalpattu,Tamil Nadu,41.71,36.63,23.44,High
2024-12-19,2024,12,2,Chengalpattu,Tamil Nadu,61.39,46.43,36.04,High
2025-01-02,2025,1,1,Chengalpattu,Tamil Nadu,6.42,5.31,2.81,Low
2025-01-16,2025,1,2,Chengalpattu,Tamil Nadu,4.81,4.01,2.95,Low
2025-01-30,2025,1,2,Chengalpattu,Tamil Nadu,2.61,1.8,1.25,Low
2025-02-13,2025,2,1,Chengalpattu,Tamil Nadu,3.42,2.14,2.33,Low
2025-02-27,2025,2,2,Chengalpattu,Tamil Nadu,3.06,2.12,1.59,Low
2025-03-13,2025,3,1,Chengalpattu,Tamil Nadu,2.94,2.29,1.63,Low
2025-03-27,2025,3,2,Chengalpattu,Tamil Nadu,3.88,2.91,2.71,Low
2025-04-10,2025,4,1,Chengalpattu,Tamil Nadu,4.61,3.05,3.13,Low
2025-04-24,2025,4,2,Chengalpattu,Tamil Nadu,3.72,3.14,1.91,Low
2025-05-08,2025,5,1,Chengalpattu,Tamil Nadu,4.96,4.27,3.18,Low
2025-05-22,2025,5,2,Chengalpattu,Tamil Nadu,5.25,3.63,2.23,Low
2025-06-05,2025,6,1,Chengalpattu,Tamil Nadu,11.74,7.66,7.14,Medium
2025-06-19,2025,6,2,Chengalpattu,Tamil Nadu,9.1,8.12,5.39,Medium
2025-07-03,2025,7,1,Chengalpattu,Tamil Nadu,12.51,8.0,8.24,Medium
2025-07-17,2025,7,2,Chengalpattu,Tamil Nadu,11.73,8.75,6.83,Medium
2025-07-31,2025,7,2,Chengalpattu,Tamil Nadu,11.49,7.5,6.33,Medium
2025-08-14,2025,8,1,Chengalpattu,Tamil Nadu,17.42,11.22,8.89,High
2025-08-28,2025,8,2,Chengalpattu,Tamil Nadu,15.02,9.13,6.62,High
2025-09-11,2025,9,1,Chengalpattu,Tamil Nadu,22.79,17.43,15.72,High
2025-09-25,2025,9,2,Chengalpattu,Tamil Nadu,19.07,13.23,10.52,High
2025-10-09,2025,10,1,Chengalpattu,Tamil Nadu,38.55,24.35,22.83,High
2025-10-23,2025,10,2,Chengalpattu,Tamil Nadu,24.39,19.17,14.51,High
2025-11-06,2025,11,1,Chengalpattu,Tamil Nadu,45.21,27.96,28.67,High
2025-11-20,2025,11,2,Chengalpattu,Tamil Nadu,33.35,20.59,23.29,High
2025-12-04,2025,12,1,Chengalpattu,Tamil Nadu,21.79,17.62,15.15,High
2025-12-18,2025,12,2,Chengalpattu,Tamil Nadu,40.24,25.86,17.56,High
2015-01-01,2015,1,1,Chennai,Tamil Nadu,2.76,1.74,1.68,Low
2015-01-15,2015,1,1,Chennai,Tamil Nadu,2.47,1.86,1.73,Low
2015-01-29,2015,1,2,Chennai,Tamil Nadu,3.41,2.68,1.68,Low
2015-02-12,2015,2,1,Chennai,Tamil Nadu,3.18,2.41,1.68,Low
2015-02-26,2015,2,2,Chennai,Tamil Nadu,2.56,2.22,1.37,Low
2015-03-12,2015,3,1,Chennai,Tamil Nadu,2.63,1.87,1.38,Low
2015-03-26,2015,3,2,Chennai,Tamil Nadu,3.39,2.78,2.14,Low
2015-04-09,2015,4,1,Chennai,Tamil Nadu,3.22,2.33,1.75,Low
2015-04-23,2015,4,2,Chennai,Tamil Nadu,3.23,2.19,2.03,Low
2015-05-07,2015,5,1,Chennai,Tamil Nadu,4.71,3.58,2.19,Low
2015-05-21,2015,5,2,Chennai,Tamil Nadu,4.03,2.71,2.79,Low
2015-06-04,2015,6,1,Chennai,Tamil Nadu,11.68,10.37,6.38,Medium
2015-06-18,2015,6,2,Chennai,Tamil Nadu,6.87,5.25,3.68,Low
2015-07-02,2015,7,1,Chennai,Tamil Nadu,11.43,7.19,6.25,Medium
2015-07-16,2015,7,2,Chennai,Tamil Nadu,7.7,5.37,4.78,Low
2015-07-30,2015,7,2,Chennai,Tamil Nadu,10.25,7.31,5.31,Medium
2015-08-13,2015,8,1,Chennai,Tamil Nadu,27.64,23.09,18.45,High
2015-08-27,2015,8,2,Chennai,Tamil Nadu,23.33,19.51,11.54,High
2015-09-10,2015,9,1,Chennai,Tamil Nadu,21.42,15.66,10.2,High
2015-09-24,2015,9,2,Chennai,Tamil Nadu,18.55,11.34,12.44,High
2015-10-08,2015,10,1,Chennai,Tamil Nadu,27.84,22.03,16.64,High
2015-10-22,2015,10,2,Chennai,Tamil Nadu,44.73,35.38,26.13,High
2015-11-05,2015,11,1,Chennai,Tamil Nadu,20.67,15.62,9.2,High
2015-11-19,2015,11,2,Chennai,Tamil Nadu,43.18,32.54,26.08,High
2015-12-03,2015,12,1,Chennai,Tamil Nadu,44.1,27.58,27.12,High
2015-12-17,2015,12,2,Chennai,Tamil Nadu,44.76,27.81,18.07,High
2015-12-31,2015,12,2,Chennai,Tamil Nadu,48.46,39.8,24.52,High
2016-01-14,2016,1,1,Chennai,Tamil Nadu,2.77,1.95,1.75,Low
2016-01-28,2016,1,2,Chennai,Tamil Nadu,3.19,2.09,1.44,Low
2016-02-11,2016,2,1,Chennai,Tamil Nadu,2.53,2.02,1.59,Low
2016-02-25,2016,2,2,Chennai,Tamil Nadu,2.72,1.65,1.16,Low
2016-03-10,2016,3,1,Chennai,Tamil Nadu,3.56,2.45,2.25,Low
2016-03-24,2016,3,2,Chennai,Tamil Nadu,3.15,2.25,1.45,Low
2016-04-07,2016,4,1,Chennai,Tamil Nadu,3.39,2.66,2.14,Low
2016-04-21,2016,4,2,Chennai,Tamil Nadu,4.23,3.21,1.75,Low
2016-05-05,2016,5,1,Chennai,Tamil Nadu,4.75,3.99,2.32,Low
2016-05-19,2016,5,2,Chennai,Tamil Nadu,4.77,3.72,2.74,Low
2016-06-02,2016,6,1,Chennai,Tamil Nadu,26.38,22.25,15.75,High
2016-06-16,2016,6,2,Chennai,Tamil Nadu,10.04,7.04,6.81,Medium
2016-06-30,2016,6,2,Chennai,Tamil Nadu,10.37,7.38,5.49,Medium
2016-07-14,2016,7,1,Chennai,Tamil Nadu,12.19,9.56,8.32,Medium
2016-07-28,2016,7,2,Chennai,Tamil Nadu,9.03,5.75,4.15,Medium
