week_start_date,year,month,week_number,district,state,paracetamol_strips_sold,ors_packets_sold,antipyretic_tablets_sold,antidiarrheal_tablets_sold,cough_cold_tablets_sold
2021-05-17,2021,5,20,Ariyalur,Tamil Nadu,3094,337,1285,341,368
2021-05-24,2021,5,21,Ariyalur,Tamil Nadu,1455,450,744,365,630
2021-05-31,2021,5,22,Ariyalur,Tamil Nadu,1586,744,976,624,477
2021-06-07,2021,6,23,Ariyalur,Tamil Nadu,818,1653,508,1414,545
2021-06-14,2021,6,24,Ariyalur,Tamil Nadu,1426,1276,726,1192,271
2021-06-21,2021,6,25,Ariyalur,Tamil Nadu,1534,799,692,719,904
2021-06-28,2021,6,26,Ariyalur,Tamil Nadu,1746,1181,1070,688,421
2021-07-05,2021,7,27,Ariyalur,Tamil Nadu,1893,877,474,1378,450
2021-07-12,2021,7,28,Ariyalur,Tamil Nadu,1166,1835,532,1108,562
2021-07-19,2021,7,29,Ariyalur,Tamil Nadu,1586,1667,562,967,370
2021-07-26,2021,7,30,Ariyalur,Tamil Nadu,1260,1896,454,891,873
2021-08-02,2021,8,31,Ariyalur,Tamil Nadu,1758,366,624,490,878
2021-08-09,2021,8,32,Ariyalur,Tamil Nadu,1540,504,564,597,652
2021-08-16,2021,8,33,Ariyalur,Tamil Nadu,1727,416,809,247,667
2021-08-23,2021,8,34,Ariyalur,Tamil Nadu,1640,756,863,472,665
2021-08-30,2021,8,35,Ariyalur,Tamil Nadu,1558,786,922,438,716
2021-09-06,2021,9,36,Ariyalur,Tamil Nadu,1093,715,620,441,450
2021-09-13,2021,9,37,Ariyalur,Tamil Nadu,1694,785,941,225,740
2021-09-20,2021,9,38,Ariyalur,Tamil Nadu,1267,597,746,431,767
2021-09-27,2021,9,39,Ariyalur,Tamil Nadu,1337,764,539,439,528
2021-10-04,2021,10,40,Ariyalur,Tamil Nadu,3775,793,1202,211,718
2021-10-11,2021,10,41,Ariyalur,Tamil Nadu,3128,493,1799,202,730
2021-10-18,2021,10,42,Ariyalur,Tamil Nadu,3609,734,1342,295,512
2021-10-25,2021,10,43,Ariyalur,Tamil Nadu,2437,404,1068,312,389
2021-11-01,2021,11,44,Ariyalur,Tamil Nadu,3048,643,2237,500,613
2021-11-08,2021,11,45,Ariyalur,Tamil Nadu,3255,774,1346,466,446
2021-11-15,2021,11,46,Ariyalur,Tamil Nadu,3475,710,2002,651,377
2021-11-22,2021,11,47,Ariyalur,Tamil Nadu,2455,660,1866,276,440
2021-11-29,2021,11,48,Ariyalur,Tamil Nadu,3028,628,1857,293,387
2021-12-06,2021,12,49,Ariyalur,Tamil Nadu,3566,489,1714,298,696
2021-12-13,2021,12,50,Ariyalur,Tamil Nadu,4079,365,1112,306,1692
2021-12-20,2021,12,51,Ariyalur,Tamil Nadu,4540,640,1288,407,942
2021-12-27,2021,12,52,Ariyalur,Tamil Nadu,2854,458,1552,423,567
2022-01-03,2022,1,1,Ariyalur,Tamil Nadu,1711,697,832,381,1834
2022-01-10,2022,1,2,Ariyalur,Tamil Nadu,1099,635,713,505,936
2022-01-17,2022,1,3,Ariyalur,Tamil Nadu,1946,613,504,257,655
2022-01-24,2022,1,4,Ariyalur,Tamil Nadu,1227,557,447,281,726
2022-01-31,2022,1,5,Ariyalur,Tamil Nadu,898,771,702,323,1067
2022-02-07,2022,2,6,Ariyalur,Tamil Nadu,1286,614,619,493,1310
2022-02-14,2022,2,7,Ariyalur,Tamil Nadu,1778,293,497,512,1172
2022-02-21,2022,2,8,Ariyalur,Tamil Nadu,1386,313,1054,438,1117
2022-02-28,2022,2,9,Ariyalur,Tamil Nadu,1739,841,646,197,1322
2022-03-07,2022,3,10,Ariyalur,Tamil Nadu,892,657,438,449,826
2022-03-14,2022,3,11,Ariyalur,Tamil Nadu,1117,493,854,200,460
2022-03-21,2022,3,12,Ariyalur,Tamil Nadu,1587,614,710,264,641
2022-03-28,2022,3,13,Ariyalur,Tamil Nadu,1403,433,765,555,430
2022-04-04,2022,4,14,Ariyalur,Tamil Nadu,2555,725,915,589,534
2022-04-11,2022,4,15,Ariyalur,Tamil Nadu,2506,801,807,250,375
2022-04-18,2022,4,16,Ariyalur,Tamil Nadu,2098,567,850,181,549
2022-04-25,2022,4,17,Ariyalur,Tamil Nadu,2426,419,943,392,788
2022-05-02,2022,5,18,Ariyalur,Tamil Nadu,1800,627,1428,542,806
2022-05-09,2022,5,19,Ariyalur,Tamil Nadu,1539,648,1216,541,553
2022-05-16,2022,5,20,Ariyalur,Tamil Nadu,3200,596,872,350,712
2022-05-23,2022,5,21,Ariyalur,Tamil Nadu,1454,343,1610,356,472
2022-05-30,2022,5,22,Ariyalur,Tamil Nadu,1730,416,705,587,289
2022-06-06,2022,6,23,Ariyalur,Tamil Nadu,1190,798,867,509,778
2022-06-13,2022,6,24,Ariyalur,Tamil Nadu,900,1383,638,1256,908
2022-06-20,2022,6,25,Ariyalur,Tamil Nadu,947,1734,517,624,652
2022-06-27,2022,6,26,Ariyalur,Tamil Nadu,1048,1595,569,940,747
2022-07-04,2022,7,27,Ariyalur,Tamil Nadu,1655,1730,736,1353,728
2022-07-11,2022,7,28,Ariyalur,Tamil Nadu,852,1613,469,581,378
2022-07-18,2022,7,29,Ariyalur,Tamil Nadu,935,1384,832,1553,923
2022-07-25,2022,7,30,Ariyalur,Tamil Nadu,2157,1461,705,700,721
2022-08-01,2022,8,31,Ariyalur,Tamil Nadu,2013,759,513,365,602
2022-08-08,2022,8,32,Ariyalur,Tamil Nadu,837,521,564,415,614
2022-08-15,2022,8,33,Ariyalur,Tamil Nadu,1481,402,1056,533,822
2022-08-22,2022,8,34,Ariyalur,Tamil Nadu,1828,435,706,522,802
2022-08-29,2022,8,35,Ariyalur,Tamil Nadu,926,304,687,316,768
2022-09-05,2022,9,36,Ariyalur,Tamil Nadu,1537,669,477,251,743
2022-09-12,2022,9,37,Ariyalur,Tamil Nadu,1132,504,534,576,350
2022-09-19,2022,9,38,Ariyalur,Tamil Nadu,1647,382,656,558,401
2022-09-26,2022,9,39,Ariyalur,Tamil Nadu,925,404,622,325,659
2022-10-03,2022,10,40,Ariyalur,Tamil Nadu,4660,667,1697,432,353
2022-10-10,2022,10,41,Ariyalur,Tamil Nadu,1633,477,2132,309,275
2022-10-17,2022,10,42,Ariyalur,Tamil Nadu,3727,442,1450,403,766
2022-10-24,2022,10,43,Ariyalur,Tamil Nadu,3781,330,1163,336,957
2022-10-31,2022,10,44,Ariyalur,Tamil Nadu,3897,637,1543,461,953
2022-11-07,2022,11,45,Ariyalur,Tamil Nadu,2870,668,1468,370,663
2022-11-14,2022,11,46,Ariyalur,Tamil Nadu,1987,523,1895,288,757
2022-11-21,2022,11,47,Ariyalur,Tamil Nadu,2072,713,1213,250,559
2022-11-28,2022,11,48,Ariyalur,Tamil Nadu,4428,671,1765,303,830
2022-12-05,2022,12,49,Ariyalur,Tamil Nadu,2690,552,1273,386,1727
2022-12-12,2022,12,50,Ariyalur,Tamil Nadu,2408,345,1105,499,1448
2022-12-19,2022,12,51,Ariyalur,Tamil Nadu,1705,444,1821,542,1629
2022-12-26,2022,12,52,Ariyalur,Tamil Nadu,2727,412,1938,492,1009
2023-01-02,2023,1,1,Ariyalur,Tamil Nadu,1726,421,825,491,1570
2023-01-09,2023,1,2,Ariyalur,Tamil Nadu,1737,552,717,603,989
2023-01-16,2023,1,3,Ariyalur,Tamil Nadu,1602,778,563,227,1652
2023-01-23,2023,1,4,Ariyalur,Tamil Nadu,746,406,813,301,1652
2023-01-30,2023,1,5,Ariyalur,Tamil Nadu,1180,370,568,281,1146
2023-02-06,2023,2,6,Ariyalur,Tamil Nadu,920,741,975,542,1305
2023-02-13,2023,2,7,Ariyalur,Tamil Nadu,1113,681,969,508,890
2023-02-20,2023,2,8,Ariyalur,Tamil Nadu,1089,327,953,561,758
2023-02-27,2023,2,9,Ariyalur,Tamil Nadu,1205,728,1025,229,919
2023-03-06,2023,3,10,Ariyalur,Tamil Nadu,1168,369,1027,223,639
2023-03-13,2023,3,11,Ariyalur,Tamil Nadu,1118,472,635,366,749
2023-03-20,2023,3,12,Ariyalur,Tamil Nadu,2105,314,733,285,549
2023-03-27,2023,3,13,Ariyalur,Tamil Nadu,1401,444,976,358,839
2023-04-03,2023,4,14,Ariyalur,Tamil Nadu,1590,382,827,317,947
2023-04-10,2023,4,15,Ariyalur,Tamil Nadu,2764,454,772,373,382
2023-04-17,2023,4,16,Ariyalur,Tamil Nadu,1081,893,654,611,479
2023-04-24,2023,4,17,Ariyalur,Tamil Nadu,1769,709,1125,218,416
2023-05-01,2023,5,18,Ariyalur,Tamil Nadu,2572,622,636,187,480
2023-05-08,2023,5,19,Ariyalur,Tamil Nadu,2369,295,1133,464,768
2023-05-15,2023,5,20,Ariyalur,Tamil Nadu,1996,451,704,640,419
2023-05-22,2023,5,21,Ariyalur,Tamil Nadu,1337,705,650,273,459
2023-05-29,2023,5,22,Ariyalur,Tamil Nadu,2952,838,986,366,556
2023-06-05,2023,6,23,Ariyalur,Tamil Nadu,1791,1588,445,1312,719
2023-06-12,2023,6,24,Ariyalur,Tamil Nadu,1421,2172,534,1152,709
2023-06-19,2023,6,25,Ariyalur,Tamil Nadu,1729,1613,649,1128,393
2023-06-26,2023,6,26,Ariyalur,Tamil Nadu,867,895,729,1205,626
2023-07-03,2023,7,27,Ariyalur,Tamil Nadu,2140,1233,851,993,452
2023-07-10,2023,7,28,Ariyalur,Tamil Nadu,1726,905,869,743,601
2023-07-17,2023,7,29,Ariyalur,Tamil Nadu,1166,1106,462,1230,872
2023-07-24,2023,7,30,Ariyalur,Tamil Nadu,1576,1739,944,698,581
2023-07-31,2023,7,31,Ariyalur,Tamil Nadu,1442,1502,759,516,508
2023-08-07,2023,8,32,Ariyalur,Tamil Nadu,1996,836,629,613,672
2023-08-14,2023,8,33,Ariyalur,Tamil Nadu,1375,606,619,260,777
2023-08-21,2023,8,34,Ariyalur,Tamil Nadu,1408,424,1063,228,769
2023-08-28,2023,8,35,Ariyalur,Tamil Nadu,1293,728,935,595,484
2023-09-04,2023,9,36,Ariyalur,Tamil Nadu,1697,504,700,270,837
2023-09-11,2023,9,37,Ariyalur,Tamil Nadu,1102,484,633,274,683
2023-09-18,2023,9,38,Ariyalur,Tamil Nadu,1920,553,384,378,726
2023-09-25,2023,9,39,Ariyalur,Tamil Nadu,1785,370,461,542,768
2023-10-02,2023,10,40,Ariyalur,Tamil Nadu,1604,334,2141,317,462
2023-10-09,2023,10,41,Ariyalur,Tamil Nadu,2727,644,972,286,789
2023-10-16,2023,10,42,Ariyalur,Tamil Nadu,3746,394,1819,446,607
2023-10-23,2023,10,43,Ariyalur,Tamil Nadu,3993,716,1593,371,924
2023-10-30,2023,10,44,Ariyalur,Tamil Nadu,3795,414,1180,537,602
2023-11-06,2023,11,45,Ariyalur,Tamil Nadu,3854,355,1851,343,625
2023-11-13,2023,11,46,Ariyalur,Tamil Nadu,2053,421,1966,592,752
2023-11-20,2023,11,47,Ariyalur,Tamil Nadu,2820,727,2026,227,822
2023-11-27,2023,11,48,Ariyalur,Tamil Nadu,3370,580,1408,291,638
2023-12-04,2023,12,49,Ariyalur,Tamil Nadu,1854,458,775,550,1276
2023-12-11,2023,12,50,Ariyalur,Tamil Nadu,3644,487,2109,221,1136
2023-12-18,2023,12,51,Ariyalur,Tamil Nadu,4317,821,858,545,1450
2023-12-25,2023,12,52,Ariyalur,Tamil Nadu,3370,882,2147,348,1581
2024-01-01,2024,1,1,Ariyalur,Tamil Nadu,1606,798,744,395,991
2024-01-08,2024,1,2,Ariyalur,Tamil Nadu,1618,317,740,447,962
2024-01-15,2024,1,3,Ariyalur,Tamil Nadu,1790,378,719,398,1536
2024-01-22,2024,1,4,Ariyalur,Tamil Nadu,1491,522,1028,287,1247
2024-01-29,2024,1,5,Ariyalur,Tamil Nadu,1202,560,496,475,1543
2024-02-05,2024,2,6,Ariyalur,Tamil Nadu,1807,311,855,276,783
2024-02-12,2024,2,7,Ariyalur,Tamil Nadu,1679,736,783,279,1832
2024-02-19,2024,2,8,Ariyalur,Tamil Nadu,1929,607,776,458,835
2024-02-26,2024,2,9,Ariyalur,Tamil Nadu,926,753,628,361,1067
2024-03-04,2024,3,10,Ariyalur,Tamil Nadu,1437,405,590,324,708
2024-03-11,2024,3,11,Ariyalur,Tamil Nadu,1626,626,955,300,423
2024-03-18,2024,3,12,Ariyalur,Tamil Nadu,1527,316,507,516,666
2024-03-25,2024,3,13,Ariyalur,Tamil Nadu,2033,571,916,224,753
2024-04-01,2024,4,14,Ariyalur,Tamil Nadu,2128,580,597,357,854
2024-04-08,2024,4,15,Ariyalur,Tamil Nadu,1390,600,1346,550,546
2024-04-15,2024,4,16,Ariyalur,Tamil Nadu,2055,491,1331,336,801
2024-04-22,2024,4,17,Ariyalur,Tamil Nadu,1976,785,942,365,591
2024-04-29,2024,4,18,Ariyalur,Tamil Nadu,1886,418,846,519,312
2024-05-06,2024,5,19,Ariyalur,Tamil Nadu,2666,519,783,544,538
2024-05-13,2024,5,20,Ariyalur,Tamil Nadu,2001,469,1534,332,703
2024-05-20,2024,5,21,Ariyalur,Tamil Nadu,2830,306,792,291,637
2024-05-27,2024,5,22,Ariyalur,Tamil Nadu,1905,437,840,338,332
2024-06-03,2024,6,23,Ariyalur,Tamil Nadu,2003,1310,517,1208,390
2024-06-10,2024,6,24,Ariyalur,Tamil Nadu,1565,842,393,726,340
2024-06-17,2024,6,25,Ariyalur,Tamil Nadu,1051,1030,855,903,468
2024-06-24,2024,6,26,Ariyalur,Tamil Nadu,1721,2007,873,1376,673
2024-07-01,2024,7,27,Ariyalur,Tamil Nadu,1831,1252,419,758,459
2024-07-08,2024,7,28,Ariyalur,Tamil Nadu,1516,1659,525,898,966
2024-07-15,2024,7,29,Ariyalur,Tamil Nadu,1580,1431,1040,1095,642
2024-07-22,2024,7,30,Ariyalur,Tamil Nadu,1280,997,789,1105,374
2024-07-29,2024,7,31,Ariyalur,Tamil Nadu,1704,1724,652,920,387
2024-08-05,2024,8,32,Ariyalur,Tamil Nadu,854,656,468,392,548
2024-08-12,2024,8,33,Ariyalur,Tamil Nadu,1036,831,784,612,334
2024-08-19,2024,8,34,Ariyalur,Tamil Nadu,848,500,716,421,785
2024-08-26,2024,8,35,Ariyalur,Tamil Nadu,1617,556,833,551,798
2024-09-02,2024,9,36,Ariyalur,Tamil Nadu,1316,542,969,348,783
2024-09-09,2024,9,37,Ariyalur,Tamil Nadu,1815,476,445,321,883
2024-09-16,2024,9,38,Ariyalur,Tamil Nadu,1919,294,620,363,740
2024-09-23,2024,9,39,Ariyalur,Tamil Nadu,852,472,935,461,435
2024-09-30,2024,9,40,Ariyalur,Tamil Nadu,1399,320,667,260,386
2024-10-07,2024,10,41,Ariyalur,Tamil Nadu,2609,552,935,460,879
2024-10-14,2024,10,42,Ariyalur,Tamil Nadu,3086,410,2170,386,491
2024-10-21,2024,10,43,Ariyalur,Tamil Nadu,4363,510,1461,283,672
2024-10-28,2024,10,44,Ariyalur,Tamil Nadu,1841,424,1463,510,327
2024-11-04,2024,11,45,Ariyalur,Tamil Nadu,1808,562,1347,326,609
2024-11-11,2024,11,46,Ariyalur,Tamil Nadu,2341,696,2034,486,662
2024-11-18,2024,11,47,Ariyalur,Tamil Nadu,3202,767,2008,498,501
2024-11-25,2024,11,48,Ariyalur,Tamil Nadu,3823,694,1350,319,535
2024-12-02,2024,12,49,Ariyalur,Tamil Nadu,3882,445,959,397,1270
2024-12-09,2024,12,50,Ariyalur,Tamil Nadu,2359,363,2061,292,749
2024-12-16,2024,12,51,Ariyalur,Tamil Nadu,3812,300,1815,494,1632
2024-12-23,2024,12,52,Ariyalur,Tamil Nadu,2953,496,1307,419,1615
2024-12-30,2024,12,1,Ariyalur,Tamil Nadu,2712,487,1240,542,1167
2025-01-06,2025,1,2,Ariyalur,Tamil Nadu,2089,606,1018,432,1202
2025-01-13,2025,1,3,Ariyalur,Tamil Nadu,1161,566,685,438,1481
2025-01-20,2025,1,4,Ariyalur,Tamil Nadu,1204,333,532,477,1639
2025-01-27,2025,1,5,Ariyalur,Tamil Nadu,1964,281,822,555,1506
2025-02-03,2025,2,6,Ariyalur,Tamil Nadu,1157,557,896,474,1617
2025-02-10,2025,2,7,Ariyalur,Tamil Nadu,1646,545,765,558,1304
2025-02-17,2025,2,8,Ariyalur,Tamil Nadu,1009,764,500,525,1924
2025-02-24,2025,2,9,Ariyalur,Tamil Nadu,2048,435,592,528,725
2025-03-03,2025,3,10,Ariyalur,Tamil Nadu,1478,809,892,557,428
2025-03-10,2025,3,11,Ariyalur,Tamil Nadu,1162,373,586,348,313
2025-03-17,2025,3,12,Ariyalur,Tamil Nadu,1530,776,858,262,531
2025-03-24,2025,3,13,Ariyalur,Tamil Nadu,1033,698,811,379,810
2025-03-31,2025,3,14,Ariyalur,Tamil Nadu,1355,601,914,529,788
2025-04-07,2025,4,15,Ariyalur,Tamil Nadu,2152,289,1095,537,523
2025-04-14,2025,4,16,Ariyalur,Tamil Nadu,2864,825,832,598,830
2025-04-21,2025,4,17,Ariyalur,Tamil Nadu,1375,750,1109,315,583
2025-04-28,2025,4,18,Ariyalur,Tamil Nadu,1581,366,765,391,971
2025-05-05,2025,5,19,Ariyalur,Tamil Nadu,2648,575,1006,617,795
2025-05-12,2025,5,20,Ariyalur,Tamil Nadu,1957,571,803,263,707
2025-05-19,2025,5,21,Ariyalur,Tamil Nadu,1794,538,1273,551,463
2025-05-26,2025,5,22,Ariyalur,Tamil Nadu,1327,388,1137,481,892
2025-06-02,2025,6,23,Ariyalur,Tamil Nadu,1586,1321,1112,1222,319
2025-06-09,2025,6,24,Ariyalur,Tamil Nadu,1782,1654,459,813,836
2025-06-16,2025,6,25,Ariyalur,Tamil Nadu,893,1375,713,915,602
2025-06-23,2025,6,26,Ariyalur,Tamil Nadu,1815,1203,423,1278,467
2025-06-30,2025,6,27,Ariyalur,Tamil Nadu,1430,1879,780,1142,396
2025-07-07,2025,7,28,Ariyalur,Tamil Nadu,1340,1637,834,907,487
2025-07-14,2025,7,29,Ariyalur,Tamil Nadu,982,707,588,735,395
2025-07-21,2025,7,30,Ariyalur,Tamil Nadu,1150,754,856,1294,700
2025-07-28,2025,7,31,Ariyalur,Tamil Nadu,1587,1296,659,1284,654
2025-08-04,2025,8,32,Ariyalur,Tamil Nadu,1969,641,390,517,779
2025-08-11,2025,8,33,Ariyalur,Tamil Nadu,1951,344,774,418,633
2025-08-18,2025,8,34,Ariyalur,Tamil Nadu,1075,834,677,413,743
2025-08-25,2025,8,35,Ariyalur,Tamil Nadu,1314,337,447,195,541
2025-09-01,2025,9,36,Ariyalur,Tamil Nadu,2120,613,826,290,288
2025-09-08,2025,9,37,Ariyalur,Tamil Nadu,1274,608,837,352,492
2025-09-15,2025,9,38,Ariyalur,Tamil Nadu,863,375,508,276,389
2025-09-22,2025,9,39,Ariyalur,Tamil Nadu,1126,364,399,620,393
2025-09-29,2025,9,40,Ariyalur,Tamil Nadu,1420,831,817,212,371
2025-10-06,2025,10,41,Ariyalur,Tamil Nadu,2167,383,1241,391,409
2025-10-13,2025,10,42,Ariyalur,Tamil Nadu,3930,535,2158,293,784
2025-10-20,2025,10,43,Ariyalur,Tamil Nadu,2023,454,961,535,492
2025-10-27,2025,10,44,Ariyalur,Tamil Nadu,3022,347,1997,341,496
2025-11-03,2025,11,45,Ariyalur,Tamil Nadu,3974,712,1168,340,381
2025-11-10,2025,11,46,Ariyalur,Tamil Nadu,3486,350,2062,554,897
2025-11-17,2025,11,47,Ariyalur,Tamil Nadu,4141,606,1920,542,555
2025-11-24,2025,11,48,Ariyalur,Tamil Nadu,2829,548,1696,440,683
2025-12-01,2025,12,49,Ariyalur,Tamil Nadu,2104,539,1409,254,1138
2025-12-08,2025,12,50,Ariyalur,Tamil Nadu,2554,279,1275,493,1284
2025-12-15,2025,12,51,Ariyalur,Tamil Nadu,2419,593,1357,433,710
2025-12-22,2025,12,52,Ariyalur,Tamil Nadu,3326,539,2175,593,1528
2025-12-29,2025,12,1,Ariyalur,Tamil Nadu,2597,755,921,254,1558
2015-01-05,2015,1,2,Chengalpattu,Tamil Nadu,1353,614,712,472,1419
2015-01-12,2015,1,3,Chengalpattu,Tamil Nadu,1924,798,797,497,1810
2015-01-19,2015,1,4,Chengalpattu,Tamil Nadu,1218,724,504,259,1047
2015-01-26,2015,1,5,Chengalpattu,Tamil Nadu,1797,395,869,501,1060
2015-02-02,2015,2,6,Chengalpattu,Tamil Nadu,878,672,378,330,1523
2015-02-09,2015,2,7,Chengalpattu,Tamil Nadu,1064,803,627,437,1589
2015-02-16,2015,2,8,Chengalpattu,Tamil Nadu,1574,463,987,384,1159
2015-02-23,2015,2,9,Chengalpattu,Tamil Nadu,1315,700,506,239,1401
2015-03-02,2015,3,10,Chengalpattu,Tamil Nadu,1827,729,523,367,816
2015-03-09,2015,3,11,Chengalpattu,Tamil Nadu,1028,481,378,336,733
2015-03-16,2015,3,12,Chengalpattu,Tamil Nadu,843,493,844,321,752
2015-03-23,2015,3,13,Chengalpattu,Tamil Nadu,969,729,613,365,699
2015-03-30,2015,3,14,Chengalpattu,Tamil Nadu,1056,770,483,575,307
2015-04-06,2015,4,15,Chengalpattu,Tamil Nadu,1480,599,548,607,443
2015-04-13,2015,4,16,Chengalpattu,Tamil Nadu,2659,497,989,235,478
2015-04-20,2015,4,17,Chengalpattu,Tamil Nadu,1624,646,732,489,380
2015-04-27,2015,4,18,Chengalpattu,Tamil Nadu,2335,504,906,237,358
2015-05-04,2015,5,19,Chengalpattu,Tamil Nadu,1794,578,1271,490,402
2015-05-11,2015,5,20,Chengalpattu,Tamil Nadu,3064,556,1034,533,782
2015-05-18,2015,5,21,Chengalpattu,Tamil Nadu,1233,578,758,480,868
2015-05-25,2015,5,22,Chengalpattu,Tamil Nadu,1648,549,1504,471,844
2015-06-01,2015,6,23,Chengalpattu,Tamil Nadu,1109,1764,456,516,645
2015-06-08,2015,6,24,Chengalpattu,Tamil Nadu,1671,757,555,1357,611
2015-06-15,2015,6,25,Chengalpattu,Tamil Nadu,1690,1121,417,601,534
2015-06-22,2015,6,26,Chengalpattu,Tamil Nadu,1878,896,450,940,562
2015-06-29,2015,6,27,Chengalpattu,Tamil Nadu,1755,1105,958,1201,677
2015-07-06,2015,7,28,Chengalpattu,Tamil Nadu,1121,1281,571,823,762
2015-07-13,2015,7,29,Chengalpattu,Tamil Nadu,1673,1645,910,665,454
2015-07-20,2015,7,30,Chengalpattu,Tamil Nadu,1699,1413,887,718,822
2015-07-27,2015,7,31,Chengalpattu,Tamil Nadu,1364,850,828,1288,438
2015-08-03,2015,8,32,Chengalpattu,Tamil Nadu,1676,348,798,481,480
2015-08-10,2015,8,33,Chengalpattu,Tamil Nadu,1430,504,856,622,637
2015-08-17,2015,8,34,Chengalpattu,Tamil Nadu,1264,621,663,337,335
2015-08-24,2015,8,35,Chengalpattu,Tamil Nadu,1902,296,879,363,701
2015-08-31,2015,8,36,Chengalpattu,Tamil Nadu,1704,513,795,644,404
2015-09-07,2015,9,37,Chengalpattu,Tamil Nadu,1660,541,771,482,442
2015-09-14,2015,9,38,Chengalpattu,Tamil Nadu,895,317,496,266,675
2015-09-21,2015,9,39,Chengalpattu,Tamil Nadu,818,549,614,294,893
2015-09-28,2015,9,40,Chengalpattu,Tamil Nadu,1895,471,695,349,450
2015-10-05,2015,10,41,Chengalpattu,Tamil Nadu,4471,416,2252,383,827
2015-10-12,2015,10,42,Chengalpattu,Tamil Nadu,2256,688,884,343,325
2015-10-19,2015,10,43,Chengalpattu,Tamil Nadu,1828,453,1893,223,740
2015-10-26,2015,10,44,Chengalpattu,Tamil Nadu,3333,692,1470,362,773
2015-11-02,2015,11,45,Chengalpattu,Tamil Nadu,3406,807,2308,341,462
2015-11-09,2015,11,46,Chengalpattu,Tamil Nadu,2723,567,2107,246,691
2015-11-16,2015,11,47,Chengalpattu,Tamil Nadu,4669,434,1584,305,595
2015-11-23,2015,11,48,Chengalpattu,Tamil Nadu,2192,337,1131,590,884
2015-11-30,2015,11,49,Chengalpattu,Tamil Nadu,3836,624,1785,386,850
2015-12-07,2015,12,50,Chengalpattu,Tamil Nadu,3658,693,1518,235,684
2015-12-14,2015,12,51,Chengalpattu,Tamil Nadu,2792,466,1001,191,752
2015-12-21,2015,12,52,Chengalpattu,Tamil Nadu,2323,529,1034,320,993
2015-12-28,2015,12,53,Chengalpattu,Tamil Nadu,2655,408,1287,351,1622
2016-01-04,2016,1,1,Chengalpattu,Tamil Nadu,1343,516,1037,483,1165
2016-01-11,2016,1,2,Chengalpattu,Tamil Nadu,1898,399,863,334,1329
2016-01-18,2016,1,3,Chengalpattu,Tamil Nadu,2171,620,776,568,1222
2016-01-25,2016,1,4,Chengalpattu,Tamil Nadu,1632,754,639,596,1687
2016-02-01,2016,2,5,Chengalpattu,Tamil Nadu,1656,450,615,400,1182
2016-02-08,2016,2,6,Chengalpattu,Tamil Nadu,1242,671,627,295,1395
2016-02-15,2016,2,7,Chengalpattu,Tamil Nadu,884,733,606,499,931
2016-02-22,2016,2,8,Chengalpattu,Tamil Nadu,929,374,747,457,652
2016-02-29,2016,2,9,Chengalpattu,Tamil Nadu,1047,411,1058,231,672
2016-03-07,2016,3,10,Chengalpattu,Tamil Nadu,1255,606,486,481,643
2016-03-14,2016,3,11,Chengalpattu,Tamil Nadu,1846,564,522,578,449
2016-03-21,2016,3,12,Chengalpattu,Tamil Nadu,915,664,696,516,688
2016-03-28,2016,3,13,Chengalpattu,Tamil Nadu,1183,662,610,506,395
2016-04-04,2016,4,14,Chengalpattu,Tamil Nadu,2643,521,1028,411,396
2016-04-11,2016,4,15,Chengalpattu,Tamil Nadu,2064,357,1345,471,749
2016-04-18,2016,4,16,Chengalpattu,Tamil Nadu,2824,558,788,460,482
2016-04-25,2016,4,17,Chengalpattu,Tamil Nadu,2495,351,899,632,670
2016-05-02,2016,5,18,Chengalpattu,Tamil Nadu,1290,613,1338,321,701
2016-05-09,2016,5,19,Chengalpattu,Tamil Nadu,1758,854,914,260,492
2016-05-16,2016,5,20,Chengalpattu,Tamil Nadu,1996,329,953,490,505
2016-05-23,2016,5,21,Chengalpattu,Tamil Nadu,1807,444,768,217,849
2016-05-30,2016,5,22,Chengalpattu,Tamil Nadu,2202,682,1622,416,647
2016-06-06,2016,6,23,Chengalpattu,Tamil Nadu,1268,1533,779,900,925
2016-06-13,2016,6,24,Chengalpattu,Tamil Nadu,2007,1454,995,817,363
2016-06-20,2016,6,25,Chengalpattu,Tamil Nadu,901,1607,693,1250,437
2016-06-27,2016,6,26,Chengalpattu,Tamil Nadu,870,2123,1031,792,392
2016-07-04,2016,7,27,Chengalpattu,Tamil Nadu,1074,1675,702,1151,602
2016-07-11,2016,7,28,Chengalpattu,Tamil Nadu,1083,1584,443,765,767
2016-07-18,2016,7,29,Chengalpattu,Tamil Nadu,946,867,938,988,461
2016-07-25,2016,7,30,Chengalpattu,Tamil Nadu,1156,2018,440,1123,433
2016-08-01,2016,8,31,Chengalpattu,Tamil Nadu,1777,562,805,430,442
2016-08-08,2016,8,32,Chengalpattu,Tamil Nadu,1595,709,867,279,503
2016-08-15,2016,8,33,Chengalpattu,Tamil Nadu,1157,530,692,248,861
2016-08-22,2016,8,34,Chengalpattu,Tamil Nadu,1104,438,598,277,754
2016-08-29,2016,8,35,Chengalpattu,Tamil Nadu,934,814,798,217,401
2016-09-05,2016,9,36,Chengalpattu,Tamil Nadu,1846,696,606,495,791
2016-09-12,2016,9,37,Chengalpattu,Tamil Nadu,1335,650,891,538,430
2016-09-19,2016,9,38,Chengalpattu,Tamil Nadu,1324,419,908,203,320
