week_start_date,year,month,week_number,district,state,total_bed_capacity,total_occupied_beds,dengue_beds_occupied,heat_stroke_beds_occupied,gastroenteritis_beds_occupied,respiratory_beds_occupied,occupancy_rate_pct
2020-10-05,2020,10,41,Ariyalur,Tamil Nadu,333,278,71,11,8,22,85.3
2020-10-12,2020,10,42,Ariyalur,Tamil Nadu,333,352,94,6,15,20,100.0
2020-10-19,2020,10,43,Ariyalur,Tamil Nadu,333,303,83,6,8,25,88.5
2020-10-26,2020,10,44,Ariyalur,Tamil Nadu,333,283,52,12,15,19,86.8
2020-11-02,2020,11,45,Ariyalur,Tamil Nadu,333,291,77,12,19,12,89.3
2020-11-09,2020,11,46,Ariyalur,Tamil Nadu,333,310,80,11,7,11,92.1
2020-11-16,2020,11,47,Ariyalur,Tamil Nadu,333,313,81,9,13,25,90.1
2020-11-23,2020,11,48,Ariyalur,Tamil Nadu,333,332,76,4,10,12,97.0
2020-11-30,2020,11,49,Ariyalur,Tamil Nadu,333,343,70,10,12,26,100.0
2020-12-07,2020,12,50,Ariyalur,Tamil Nadu,333,352,83,7,17,51,100.0
2020-12-14,2020,12,51,Ariyalur,Tamil Nadu,333,289,62,6,9,45,89.3
2020-12-21,2020,12,52,Ariyalur,Tamil Nadu,333,338,84,12,13,66,100.0
2020-12-28,2020,12,53,Ariyalur,Tamil Nadu,333,312,64,7,19,60,100.0
2021-01-04,2021,1,1,Ariyalur,Tamil Nadu,333,274,23,11,14,36,79.0
2021-01-11,2021,1,2,Ariyalur,Tamil Nadu,333,293,18,13,19,39,90.9
2021-01-18,2021,1,3,Ariyalur,Tamil Nadu,333,256,21,6,16,51,80.0
2021-01-25,2021,1,4,Ariyalur,Tamil Nadu,333,293,21,7,18,61,89.9
2021-02-01,2021,2,5,Ariyalur,Tamil Nadu,333,249,16,4,16,25,75.9
2021-02-08,2021,2,6,Ariyalur,Tamil Nadu,333,221,20,6,9,22,69.0
2021-02-15,2021,2,7,Ariyalur,Tamil Nadu,333,278,22,9,13,19,85.6
2021-02-22,2021,2,8,Ariyalur,Tamil Nadu,333,274,23,9,17,16,77.6
2021-03-01,2021,3,9,Ariyalur,Tamil Nadu,333,250,20,12,13,23,76.0
2021-03-08,2021,3,10,Ariyalur,Tamil Nadu,333,276,16,12,8,24,87.0
2021-03-15,2021,3,11,Ariyalur,Tamil Nadu,333,230,13,11,9,15,73.2
2021-03-22,2021,3,12,Ariyalur,Tamil Nadu,333,292,24,12,9,16,82.6
2021-03-29,2021,3,13,Ariyalur,Tamil Nadu,333,263,14,6,7,26,78.3
2021-04-05,2021,4,14,Ariyalur,Tamil Nadu,333,289,10,56,13,11,88.4
2021-04-12,2021,4,15,Ariyalur,Tamil Nadu,333,256,14,39,9,20,82.6
2021-04-19,2021,4,16,Ariyalur,Tamil Nadu,333,290,13,35,13,10,87.8
2021-04-26,2021,4,17,Ariyalur,Tamil Nadu,333,312,18,41,8,23,97.2
2021-05-03,2021,5,18,Ariyalur,Tamil Nadu,333,280,19,28,16,25,86.2
2021-05-10,2021,5,19,Ariyalur,Tamil Nadu,333,289,20,47,13,16,86.1
2021-05-17,2021,5,20,Ariyalur,Tamil Nadu,333,326,24,54,6,15,91.3
2021-05-24,2021,5,21,Ariyalur,Tamil Nadu,333,290,16,50,17,10,93.1
2021-05-31,2021,5,22,Ariyalur,Tamil Nadu,333,271,13,33,19,18,86.2
2021-06-07,2021,6,23,Ariyalur,Tamil Nadu,333,293,15,8,34,16,92.1
2021-06-14,2021,6,24,Ariyalur,Tamil Nadu,333,263,7,11,48,13,81.8
2021-06-21,2021,6,25,Ariyalur,Tamil Nadu,333,302,24,4,34,22,94.0
2021-06-28,2021,6,26,Ariyalur,Tamil Nadu,333,249,23,9,40,10,75.2
2021-07-05,2021,7,27,Ariyalur,Tamil Nadu,333,294,14,4,35,19,83.6
2021-07-12,2021,7,28,Ariyalur,Tamil Nadu,333,224,14,5,26,15,69.6
2021-07-19,2021,7,29,Ariyalur,Tamil Nadu,333,325,17,13,46,19,94.2
2021-07-26,2021,7,30,Ariyalur,Tamil Nadu,333,251,14,10,26,12,80.6
2021-08-02,2021,8,31,Ariyalur,Tamil Nadu,333,292,26,12,10,20,89.0
2021-08-09,2021,8,32,Ariyalur,Tamil Nadu,333,211,13,6,8,14,63.2
2021-08-16,2021,8,33,Ariyalur,Tamil Nadu,333,274,26,11,15,17,81.7
2021-08-23,2021,8,34,Ariyalur,Tamil Nadu,333,227,17,3,8,10,64.4
2021-08-30,2021,8,35,Ariyalur,Tamil Nadu,333,201,10,9,13,11,64.4
2021-09-06,2021,9,36,Ariyalur,Tamil Nadu,333,273,25,9,15,10,82.1
2021-09-13,2021,9,37,Ariyalur,Tamil Nadu,333,238,16,9,17,24,71.9
2021-09-20,2021,9,38,Ariyalur,Tamil Nadu,333,277,19,12,14,21,82.1
2021-09-27,2021,9,39,Ariyalur,Tamil Nadu,333,267,9,10,7,25,76.3
2021-10-04,2021,10,40,Ariyalur,Tamil Nadu,333,350,62,7,13,25,100.0
2021-10-11,2021,10,41,Ariyalur,Tamil Nadu,333,284,73,4,8,13,91.2
2021-10-18,2021,10,42,Ariyalur,Tamil Nadu,333,334,88,4,15,18,97.8
2021-10-25,2021,10,43,Ariyalur,Tamil Nadu,333,348,77,10,15,21,100.0
2021-11-01,2021,11,44,Ariyalur,Tamil Nadu,333,305,95,13,17,14,97.8
2021-11-08,2021,11,45,Ariyalur,Tamil Nadu,333,308,99,13,10,15,100.0
2021-11-15,2021,11,46,Ariyalur,Tamil Nadu,333,349,90,4,11,25,100.0
2021-11-22,2021,11,47,Ariyalur,Tamil Nadu,333,325,83,4,10,26,100.0
2021-11-29,2021,11,48,Ariyalur,Tamil Nadu,333,338,75,4,18,18,95.4
2021-12-06,2021,12,49,Ariyalur,Tamil Nadu,333,312,98,12,17,42,100.0
2021-12-13,2021,12,50,Ariyalur,Tamil Nadu,333,355,62,4,13,35,100.0
2021-12-20,2021,12,51,Ariyalur,Tamil Nadu,333,317,95,9,15,47,100.0
2021-12-27,2021,12,52,Ariyalur,Tamil Nadu,333,325,59,11,14,36,94.8
2022-01-03,2022,1,1,Ariyalur,Tamil Nadu,333,299,26,4,11,66,95.8
2022-01-10,2022,1,2,Ariyalur,Tamil Nadu,333,316,24,8,16,59,97.5
2022-01-17,2022,1,3,Ariyalur,Tamil Nadu,333,308,18,9,14,36,87.5
2022-01-24,2022,1,4,Ariyalur,Tamil Nadu,333,315,20,7,11,40,89.3
2022-01-31,2022,1,5,Ariyalur,Tamil Nadu,333,300,25,8,18,58,83.7
2022-02-07,2022,2,6,Ariyalur,Tamil Nadu,333,265,17,4,9,19,84.3
2022-02-14,2022,2,7,Ariyalur,Tamil Nadu,333,253,25,9,14,23,78.9
2022-02-21,2022,2,8,Ariyalur,Tamil Nadu,333,255,16,4,10,10,71.6
2022-02-28,2022,2,9,Ariyalur,Tamil Nadu,333,306,20,3,14,25,85.6
2022-03-07,2022,3,10,Ariyalur,Tamil Nadu,333,215,18,3,8,16,68.5
2022-03-14,2022,3,11,Ariyalur,Tamil Nadu,333,252,11,5,15,17,77.4
2022-03-21,2022,3,12,Ariyalur,Tamil Nadu,333,263,25,6,8,18,81.9
2022-03-28,2022,3,13,Ariyalur,Tamil Nadu,333,218,14,7,13,15,67.7
2022-04-04,2022,4,14,Ariyalur,Tamil Nadu,333,329,24,34,17,20,97.6
2022-04-11,2022,4,15,Ariyalur,Tamil Nadu,333,279,18,38,13,22,85.3
2022-04-18,2022,4,16,Ariyalur,Tamil Nadu,333,328,26,37,15,24,98.2
2022-04-25,2022,4,17,Ariyalur,Tamil Nadu,333,295,20,34,12,20,86.4
2022-05-02,2022,5,18,Ariyalur,Tamil Nadu,333,285,20,35,11,21,86.0
2022-05-09,2022,5,19,Ariyalur,Tamil Nadu,333,279,17,34,7,11,80.5
2022-05-16,2022,5,20,Ariyalur,Tamil Nadu,333,295,15,37,7,14,86.7
2022-05-23,2022,5,21,Ariyalur,Tamil Nadu,333,253,17,28,13,11,72.3
2022-05-30,2022,5,22,Ariyalur,Tamil Nadu,333,307,23,57,18,15,89.3
2022-06-06,2022,6,23,Ariyalur,Tamil Nadu,333,264,10,8,39,25,80.3
2022-06-13,2022,6,24,Ariyalur,Tamil Nadu,333,354,25,11,47,15,98.8
2022-06-20,2022,6,25,Ariyalur,Tamil Nadu,333,236,19,4,40,12,75.0
2022-06-27,2022,6,26,Ariyalur,Tamil Nadu,333,268,9,4,32,15,87.5
2022-07-04,2022,7,27,Ariyalur,Tamil Nadu,333,303,16,10,38,22,85.4
2022-07-11,2022,7,28,Ariyalur,Tamil Nadu,333,267,25,4,36,12,75.4
2022-07-18,2022,7,29,Ariyalur,Tamil Nadu,333,258,25,7,28,20,75.7
2022-07-25,2022,7,30,Ariyalur,Tamil Nadu,333,297,20,10,43,11,86.6
2022-08-01,2022,8,31,Ariyalur,Tamil Nadu,333,255,12,10,7,25,80.3
2022-08-08,2022,8,32,Ariyalur,Tamil Nadu,333,232,16,4,13,18,71.2
2022-08-15,2022,8,33,Ariyalur,Tamil Nadu,333,243,9,11,15,13,71.2
2022-08-22,2022,8,34,Ariyalur,Tamil Nadu,333,249,10,11,19,21,79.6
2022-08-29,2022,8,35,Ariyalur,Tamil Nadu,333,255,16,12,12,24,71.7
2022-09-05,2022,9,36,Ariyalur,Tamil Nadu,333,261,14,7,16,18,82.8
2022-09-12,2022,9,37,Ariyalur,Tamil Nadu,333,231,18,9,12,26,72.1
2022-09-19,2022,9,38,Ariyalur,Tamil Nadu,333,215,14,5,9,19,69.2
2022-09-26,2022,9,39,Ariyalur,Tamil Nadu,333,295,23,5,12,26,87.7
2022-10-03,2022,10,40,Ariyalur,Tamil Nadu,333,342,68,12,16,25,98.0
2022-10-10,2022,10,41,Ariyalur,Tamil Nadu,333,344,73,5,18,17,97.7
2022-10-17,2022,10,42,Ariyalur,Tamil Nadu,333,312,59,6,18,22,95.0
2022-10-24,2022,10,43,Ariyalur,Tamil Nadu,333,324,63,11,8,15,95.5
2022-10-31,2022,10,44,Ariyalur,Tamil Nadu,333,336,94,10,14,13,100.0
2022-11-07,2022,11,45,Ariyalur,Tamil Nadu,333,253,57,7,7,15,77.3
2022-11-14,2022,11,46,Ariyalur,Tamil Nadu,333,302,95,5,12,13,93.2
2022-11-21,2022,11,47,Ariyalur,Tamil Nadu,333,325,66,4,15,20,92.5
2022-11-28,2022,11,48,Ariyalur,Tamil Nadu,333,290,50,8,8,18,82.2
2022-12-05,2022,12,49,Ariyalur,Tamil Nadu,333,350,93,10,10,50,100.0
2022-12-12,2022,12,50,Ariyalur,Tamil Nadu,333,355,63,7,17,39,100.0
2022-12-19,2022,12,51,Ariyalur,Tamil Nadu,333,308,55,10,7,64,100.0
2022-12-26,2022,12,52,Ariyalur,Tamil Nadu,333,320,99,10,9,45,100.0
2023-01-02,2023,1,1,Ariyalur,Tamil Nadu,333,310,20,5,7,56,88.3
2023-01-09,2023,1,2,Ariyalur,Tamil Nadu,333,334,21,8,11,56,95.2
2023-01-16,2023,1,3,Ariyalur,Tamil Nadu,333,327,22,10,17,62,98.6
2023-01-23,2023,1,4,Ariyalur,Tamil Nadu,333,284,12,11,17,44,86.0
2023-01-30,2023,1,5,Ariyalur,Tamil Nadu,333,275,26,5,15,38,81.0
2023-02-06,2023,2,6,Ariyalur,Tamil Nadu,333,283,13,5,10,19,81.8
2023-02-13,2023,2,7,Ariyalur,Tamil Nadu,333,220,7,12,11,10,69.1
2023-02-20,2023,2,8,Ariyalur,Tamil Nadu,333,249,13,7,7,22,78.4
2023-02-27,2023,2,9,Ariyalur,Tamil Nadu,333,282,16,12,15,20,84.5
2023-03-06,2023,3,10,Ariyalur,Tamil Nadu,333,278,7,12,13,22,79.1
2023-03-13,2023,3,11,Ariyalur,Tamil Nadu,333,247,16,3,15,13,78.0
2023-03-20,2023,3,12,Ariyalur,Tamil Nadu,333,233,11,4,10,25,70.9
2023-03-27,2023,3,13,Ariyalur,Tamil Nadu,333,258,23,4,9,16,83.0
2023-04-03,2023,4,14,Ariyalur,Tamil Nadu,333,271,15,37,11,19,77.1
2023-04-10,2023,4,15,Ariyalur,Tamil Nadu,333,308,23,45,7,23,97.8
2023-04-17,2023,4,16,Ariyalur,Tamil Nadu,333,245,26,29,10,12,73.9
2023-04-24,2023,4,17,Ariyalur,Tamil Nadu,333,287,19,35,17,15,82.5
2023-05-01,2023,5,18,Ariyalur,Tamil Nadu,333,262,20,43,10,19,77.8
2023-05-08,2023,5,19,Ariyalur,Tamil Nadu,333,340,24,57,6,20,99.5
2023-05-15,2023,5,20,Ariyalur,Tamil Nadu,333,290,11,31,15,18,81.9
2023-05-22,2023,5,21,Ariyalur,Tamil Nadu,333,292,19,32,15,16,90.7
2023-05-29,2023,5,22,Ariyalur,Tamil Nadu,333,279,9,37,11,14,81.3
2023-06-05,2023,6,23,Ariyalur,Tamil Nadu,333,321,25,7,27,26,95.4
2023-06-12,2023,6,24,Ariyalur,Tamil Nadu,333,265,15,4,35,18,79.5
2023-06-19,2023,6,25,Ariyalur,Tamil Nadu,333,274,8,8,30,13,85.6
2023-06-26,2023,6,26,Ariyalur,Tamil Nadu,333,336,24,11,43,22,97.9
2023-07-03,2023,7,27,Ariyalur,Tamil Nadu,333,272,17,7,47,24,81.7
2023-07-10,2023,7,28,Ariyalur,Tamil Nadu,333,299,12,10,36,11,84.4
2023-07-17,2023,7,29,Ariyalur,Tamil Nadu,333,305,20,5,33,18,91.3
2023-07-24,2023,7,30,Ariyalur,Tamil Nadu,333,258,8,7,48,15,82.6
2023-07-31,2023,7,31,Ariyalur,Tamil Nadu,333,297,17,11,38,10,86.0
2023-08-07,2023,8,32,Ariyalur,Tamil Nadu,333,311,21,9,8,22,88.2
2023-08-14,2023,8,33,Ariyalur,Tamil Nadu,333,301,16,3,14,24,84.6
2023-08-21,2023,8,34,Ariyalur,Tamil Nadu,333,205,9,9,10,15,66.3
2023-08-28,2023,8,35,Ariyalur,Tamil Nadu,333,267,12,4,16,10,77.1
2023-09-04,2023,9,36,Ariyalur,Tamil Nadu,333,250,26,6,18,19,80.5
2023-09-11,2023,9,37,Ariyalur,Tamil Nadu,333,223,11,13,11,14,67.6
2023-09-18,2023,9,38,Ariyalur,Tamil Nadu,333,265,16,8,18,12,83.5
2023-09-25,2023,9,39,Ariyalur,Tamil Nadu,333,299,20,10,9,11,83.4
2023-10-02,2023,10,40,Ariyalur,Tamil Nadu,333,290,50,10,16,22,81.4
2023-10-09,2023,10,41,Ariyalur,Tamil Nadu,333,283,75,5,12,13,86.0
2023-10-16,2023,10,42,Ariyalur,Tamil Nadu,333,310,74,5,18,16,89.3
2023-10-23,2023,10,43,Ariyalur,Tamil Nadu,333,295,65,12,12,19,93.7
2023-10-30,2023,10,44,Ariyalur,Tamil Nadu,333,310,50,9,13,23,89.8
2023-11-06,2023,11,45,Ariyalur,Tamil Nadu,333,325,94,11,12,16,100.0
2023-11-13,2023,11,46,Ariyalur,Tamil Nadu,333,325,60,12,19,19,93.9
2023-11-20,2023,11,47,Ariyalur,Tamil Nadu,333,333,81,4,10,18,100.0
2023-11-27,2023,11,48,Ariyalur,Tamil Nadu,333,305,94,7,6,21,92.7
2023-12-04,2023,12,49,Ariyalur,Tamil Nadu,333,337,96,3,18,39,100.0
2023-12-11,2023,12,50,Ariyalur,Tamil Nadu,333,322,59,10,11,46,93.9
2023-12-18,2023,12,51,Ariyalur,Tamil Nadu,333,331,61,8,14,58,100.0
2023-12-25,2023,12,52,Ariyalur,Tamil Nadu,333,317,63,3,16,58,100.0
2024-01-01,2024,1,1,Ariyalur,Tamil Nadu,333,282,19,5,18,45,82.8
2024-01-08,2024,1,2,Ariyalur,Tamil Nadu,333,249,21,9,9,50,77.2
2024-01-15,2024,1,3,Ariyalur,Tamil Nadu,333,266,14,7,9,58,79.9
2024-01-22,2024,1,4,Ariyalur,Tamil Nadu,333,303,6,7,18,53,89.2
2024-01-29,2024,1,5,Ariyalur,Tamil Nadu,333,270,8,5,16,51,88.4
2024-02-05,2024,2,6,Ariyalur,Tamil Nadu,333,291,25,8,17,21,87.6
2024-02-12,2024,2,7,Ariyalur,Tamil Nadu,333,269,10,5,11,21,81.2
2024-02-19,2024,2,8,Ariyalur,Tamil Nadu,333,235,16,7,10,21,75.7
2024-02-26,2024,2,9,Ariyalur,Tamil Nadu,333,287,9,12,10,20,80.6
2024-03-04,2024,3,10,Ariyalur,Tamil Nadu,333,290,12,6,14,23,82.3
2024-03-11,2024,3,11,Ariyalur,Tamil Nadu,333,274,8,8,18,21,77.9
2024-03-18,2024,3,12,Ariyalur,Tamil Nadu,333,236,13,10,6,12,69.6
2024-03-25,2024,3,13,Ariyalur,Tamil Nadu,333,257,11,8,13,13,72.8
2024-04-01,2024,4,14,Ariyalur,Tamil Nadu,333,287,18,49,8,21,89.9
2024-04-08,2024,4,15,Ariyalur,Tamil Nadu,333,311,12,55,16,22,91.5
2024-04-15,2024,4,16,Ariyalur,Tamil Nadu,333,248,16,53,6,18,80.3
2024-04-22,2024,4,17,Ariyalur,Tamil Nadu,333,339,16,52,9,26,99.4
2024-04-29,2024,4,18,Ariyalur,Tamil Nadu,333,270,18,28,8,12,79.6
2024-05-06,2024,5,19,Ariyalur,Tamil Nadu,333,263,17,41,11,22,78.3
2024-05-13,2024,5,20,Ariyalur,Tamil Nadu,333,321,14,43,11,21,94.5
2024-05-20,2024,5,21,Ariyalur,Tamil Nadu,333,248,10,32,11,10,74.7
2024-05-27,2024,5,22,Ariyalur,Tamil Nadu,333,297,8,32,16,22,85.4
2024-06-03,2024,6,23,Ariyalur,Tamil Nadu,333,315,12,12,29,19,89.5
2024-06-10,2024,6,24,Ariyalur,Tamil Nadu,333,238,9,3,41,17,72.6
2024-06-17,2024,6,25,Ariyalur,Tamil Nadu,333,312,9,6,48,15,91.3
2024-06-24,2024,6,26,Ariyalur,Tamil Nadu,333,317,20,12,32,24,96.9
2024-07-01,2024,7,27,Ariyalur,Tamil Nadu,333,283,22,11,27,22,84.1
2024-07-08,2024,7,28,Ariyalur,Tamil Nadu,333,281,7,5,46,11,85.4
2024-07-15,2024,7,29,Ariyalur,Tamil Nadu,333,307,23,12,46,15,94.2
2024-07-22,2024,7,30,Ariyalur,Tamil Nadu,333,307,22,5,46,20,98.1
2024-07-29,2024,7,31,Ariyalur,Tamil Nadu,333,266,8,3,42,17,76.9
2024-08-05,2024,8,32,Ariyalur,Tamil Nadu,333,262,15,8,10,24,74.2
2024-08-12,2024,8,33,Ariyalur,Tamil Nadu,333,237,23,4,15,25,74.7
2024-08-19,2024,8,34,Ariyalur,Tamil Nadu,333,265,12,7,7,22,80.1
2024-08-26,2024,8,35,Ariyalur,Tamil Nadu,333,291,22,8,9,16,84.7
2024-09-02,2024,9,36,Ariyalur,Tamil Nadu,333,262,9,5,16,15,73.0
2024-09-09,2024,9,37,Ariyalur,Tamil Nadu,333,271,23,10,16,22,82.1
2024-09-16,2024,9,38,Ariyalur,Tamil Nadu,333,221,14,8,18,15,67.8
2024-09-23,2024,9,39,Ariyalur,Tamil Nadu,333,238,14,9,8,11,76.1
2024-09-30,2024,9,40,Ariyalur,Tamil Nadu,333,228,25,5,9,13,67.8
2024-10-07,2024,10,41,Ariyalur,Tamil Nadu,333,310,92,10,7,20,100.0
2024-10-14,2024,10,42,Ariyalur,Tamil Nadu,333,321,83,5,17,18,90.9
2024-10-21,2024,10,43,Ariyalur,Tamil Nadu,333,326,66,12,12,21,94.3
2024-10-28,2024,10,44,Ariyalur,Tamil Nadu,333,330,90,7,19,18,98.6
2024-11-04,2024,11,45,Ariyalur,Tamil Nadu,333,289,56,11,17,17,81.2
2024-11-11,2024,11,46,Ariyalur,Tamil Nadu,333,343,89,7,18,20,100.0
2024-11-18,2024,11,47,Ariyalur,Tamil Nadu,333,350,83,8,17,11,100.0
2024-11-25,2024,11,48,Ariyalur,Tamil Nadu,333,261,67,8,8,14,83.1
2024-12-02,2024,12,49,Ariyalur,Tamil Nadu,333,327,55,9,14,60,95.2
2024-12-09,2024,12,50,Ariyalur,Tamil Nadu,333,316,58,12,14,36,96.5
2024-12-16,2024,12,51,Ariyalur,Tamil Nadu,333,321,71,13,9,40,99.0
2024-12-23,2024,12,52,Ariyalur,Tamil Nadu,333,325,68,5,19,64,100.0
2024-12-30,2024,12,1,Ariyalur,Tamil Nadu,333,320,70,7,17,55,100.0
2025-01-06,2025,1,2,Ariyalur,Tamil Nadu,333,347,15,3,15,64,96.8
2025-01-13,2025,1,3,Ariyalur,Tamil Nadu,333,290,25,4,8,47,83.5
2025-01-20,2025,1,4,Ariyalur,Tamil Nadu,333,275,12,7,9,60,86.3
2025-01-27,2025,1,5,Ariyalur,Tamil Nadu,333,253,13,6,17,35,75.7
2025-02-03,2025,2,6,Ariyalur,Tamil Nadu,333,248,10,8,16,22,69.7
2025-02-10,2025,2,7,Ariyalur,Tamil Nadu,333,261,14,6,10,26,76.8
2025-02-17,2025,2,8,Ariyalur,Tamil Nadu,333,225,17,3,7,14,64.8
2025-02-24,2025,2,9,Ariyalur,Tamil Nadu,333,222,9,6,13,20,70.5
2025-03-03,2025,3,10,Ariyalur,Tamil Nadu,333,261,23,9,18,18,76.0
2025-03-10,2025,3,11,Ariyalur,Tamil Nadu,333,223,19,5,15,14,72.6
2025-03-17,2025,3,12,Ariyalur,Tamil Nadu,333,282,22,5,16,20,78.5
2025-03-24,2025,3,13,Ariyalur,Tamil Nadu,333,264,17,8,11,18,81.7
2025-03-31,2025,3,14,Ariyalur,Tamil Nadu,333,213,22,11,11,13,68.6
2025-04-07,2025,4,15,Ariyalur,Tamil Nadu,333,323,7,49,8,23,90.5
2025-04-14,2025,4,16,Ariyalur,Tamil Nadu,333,284,19,37,9,10,85.0
2025-04-21,2025,4,17,Ariyalur,Tamil Nadu,333,242,12,40,7,21,74.8
2025-04-28,2025,4,18,Ariyalur,Tamil Nadu,333,330,20,57,9,13,95.9
2025-05-05,2025,5,19,Ariyalur,Tamil Nadu,333,327,13,35,15,23,93.1
2025-05-12,2025,5,20,Ariyalur,Tamil Nadu,333,324,23,52,7,16,94.3
2025-05-19,2025,5,21,Ariyalur,Tamil Nadu,333,290,22,38,11,26,85.4
2025-05-26,2025,5,22,Ariyalur,Tamil Nadu,333,284,20,34,13,18,91.5
2025-06-02,2025,6,23,Ariyalur,Tamil Nadu,333,253,22,8,43,23,80.7
2025-06-09,2025,6,24,Ariyalur,Tamil Nadu,333,307,14,8,33,21,90.6
2025-06-16,2025,6,25,Ariyalur,Tamil Nadu,333,285,26,9,35,25,89.9
2025-06-23,2025,6,26,Ariyalur,Tamil Nadu,333,271,17,5,44,12,80.6
2025-06-30,2025,6,27,Ariyalur,Tamil Nadu,333,314,15,10,35,25,93.9
2025-07-07,2025,7,28,Ariyalur,Tamil Nadu,333,325,21,7,36,12,90.6
2025-07-14,2025,7,29,Ariyalur,Tamil Nadu,333,267,20,6,27,23,79.1
2025-07-21,2025,7,30,Ariyalur,Tamil Nadu,333,323,8,8,45,21,94.0
2025-07-28,2025,7,31,Ariyalur,Tamil Nadu,333,295,24,5,46,12,84.6
2025-08-04,2025,8,32,Ariyalur,Tamil Nadu,333,229,8,6,13,20,74.5
2025-08-11,2025,8,33,Ariyalur,Tamil Nadu,333,269,22,5,14,23,86.4
2025-08-18,2025,8,34,Ariyalur,Tamil Nadu,333,274,14,10,9,12,81.6
2025-08-25,2025,8,35,Ariyalur,Tamil Nadu,333,236,21,8,10,19,72.4
2025-09-01,2025,9,36,Ariyalur,Tamil Nadu,333,233,12,13,17,19,73.9
2025-09-08,2025,9,37,Ariyalur,Tamil Nadu,333,278,16,7,15,25,84.1
2025-09-15,2025,9,38,Ariyalur,Tamil Nadu,333,266,19,13,15,15,75.2
2025-09-22,2025,9,39,Ariyalur,Tamil Nadu,333,299,22,12,8,17,88.0
2025-09-29,2025,9,40,Ariyalur,Tamil Nadu,333,270,14,8,17,19,76.9
2025-10-06,2025,10,41,Ariyalur,Tamil Nadu,333,311,90,9,7,11,87.5
2025-10-13,2025,10,42,Ariyalur,Tamil Nadu,333,345,81,4,15,10,100.0
2025-10-20,2025,10,43,Ariyalur,Tamil Nadu,333,350,66,6,13,22,97.7
2025-10-27,2025,10,44,Ariyalur,Tamil Nadu,333,327,89,4,17,23,100.0
2025-11-03,2025,11,45,Ariyalur,Tamil Nadu,333,333,75,10,11,15,95.4
2025-11-10,2025,11,46,Ariyalur,Tamil Nadu,333,358,86,11,18,15,100.0
2025-11-17,2025,11,47,Ariyalur,Tamil Nadu,333,344,84,4,14,16,96.7
2025-11-24,2025,11,48,Ariyalur,Tamil Nadu,333,301,73,11,17,17,90.5
2025-12-01,2025,12,49,Ariyalur,Tamil Nadu,333,357,88,4,7,49,100.0
2025-12-08,2025,12,50,Ariyalur,Tamil Nadu,333,305,63,13,11,38,96.7
2025-12-15,2025,12,51,Ariyalur,Tamil Nadu,333,354,69,10,15,51,100.0
2025-12-22,2025,12,52,Ariyalur,Tamil Nadu,333,324,83,5,15,37,99.5
2025-12-29,2025,12,1,Ariyalur,Tamil Nadu,333,306,83,6,14,49,100.0
2015-01-05,2015,1,2,Chengalpattu,Tamil Nadu,218,164,14,5,11,26,80.8
2015-01-12,2015,1,3,Chengalpattu,Tamil Nadu,218,199,12,6,11,40,93.6
2015-01-19,2015,1,4,Chengalpattu,Tamil Nadu,218,181,14,6,10,30,88.9
2015-01-26,2015,1,5,Chengalpattu,Tamil Nadu,218,208,16,4,9,42,100.0
2015-02-02,2015,2,6,Chengalpattu,Tamil Nadu,218,177,10,8,10,7,86.8
2015-02-09,2015,2,7,Chengalpattu,Tamil Nadu,218,197,13,5,9,7,86.2
2015-02-16,2015,2,8,Chengalpattu,Tamil Nadu,218,163,14,2,9,9,79.9
2015-02-23,2015,2,9,Chengalpattu,Tamil Nadu,218,179,15,6,9,16,83.7
2015-03-02,2015,3,10,Chengalpattu,Tamil Nadu,218,187,11,2,11,8,82.4
2015-03-09,2015,3,11,Chengalpattu,Tamil Nadu,218,166,12,3,12,15,79.4
2015-03-16,2015,3,12,Chengalpattu,Tamil Nadu,218,188,16,7,8,14,83.6
2015-03-23,2015,3,13,Chengalpattu,Tamil Nadu,218,160,4,2,6,14,76.2
2015-03-30,2015,3,14,Chengalpattu,Tamil Nadu,218,171,9,4,4,10,82.7
2015-04-06,2015,4,15,Chengalpattu,Tamil Nadu,218,206,14,25,12,11,90.9
2015-04-13,2015,4,16,Chengalpattu,Tamil Nadu,218,192,12,37,6,8,84.6
2015-04-20,2015,4,17,Chengalpattu,Tamil Nadu,218,179,10,21,11,13,78.7
2015-04-27,2015,4,18,Chengalpattu,Tamil Nadu,218,179,14,19,7,9,78.7
2015-05-04,2015,5,19,Chengalpattu,Tamil Nadu,218,180,10,24,5,15,83.2
2015-05-11,2015,5,20,Chengalpattu,Tamil Nadu,218,202,16,24,12,14,99.3
2015-05-18,2015,5,21,Chengalpattu,Tamil Nadu,218,174,10,18,10,11,75.4
2015-05-25,2015,5,22,Chengalpattu,Tamil Nadu,218,188,17,35,8,16,92.3
2015-06-01,2015,6,23,Chengalpattu,Tamil Nadu,218,188,14,3,23,12,90.9
2015-06-08,2015,6,24,Chengalpattu,Tamil Nadu,218,185,13,5,27,9,83.4
2015-06-15,2015,6,25,Chengalpattu,Tamil Nadu,218,203,15,4,25,14,89.9
2015-06-22,2015,6,26,Chengalpattu,Tamil Nadu,218,177,6,8,23,9,78.0
2015-06-29,2015,6,27,Chengalpattu,Tamil Nadu,218,219,14,5,29,15,99.5
2015-07-06,2015,7,28,Chengalpattu,Tamil Nadu,218,202,16,4,31,9,97.4
