date,year,month,week_number,day_of_year,district,state,min_temperature_c
2015-01-20,2015,1,4,20,Cuddalore,Tamil Nadu,20.3
2015-01-20,2015,1,4,20,Nagapattinam,Tamil Nadu,20.12
2015-01-20,2015,1,4,20,Virudhunagar,Tamil Nadu,20.17
2015-01-20,2015,1,4,20,Sivagangai,Tamil Nadu,19.26
2015-01-20,2015,1,4,20,Ramanathapuram,Tamil Nadu,19.26
2015-01-20,2015,1,4,20,Tiruppur,Tamil Nadu,16.46
2015-01-21,2015,1,4,21,Chennai,Tamil Nadu,19.05
2015-01-21,2015,1,4,21,Coimbatore,Tamil Nadu,16.77
2015-01-21,2015,1,4,21,Madurai,Tamil Nadu,19.56
2015-01-21,2015,1,4,21,Salem,Tamil Nadu,19.26
2015-01-21,2015,1,4,21,Trichy,Tamil Nadu,20.17
2015-01-21,2015,1,4,21,Tirunelveli,Tamil Nadu,21.98
2015-01-21,2015,1,4,21,Erode,Tamil Nadu,17.07
2015-01-21,2015,1,4,21,Vellore,Tamil Nadu,18.94
2015-01-21,2015,1,4,21,Thoothukudi,Tamil Nadu,21.55
2015-01-21,2015,1,4,21,Thanjavur,Tamil Nadu,20.55
2015-01-21,2015,1,4,21,Dindigul,Tamil Nadu,17.95
2015-01-21,2015,1,4,21,Kanyakumari,Tamil Nadu,21.98
2015-01-21,2015,1,4,21,Namakkal,Tamil Nadu,19.26
2015-01-21,2015,1,4,21,Karur,Tamil Nadu,20.17
2015-01-21,2015,1,4,21,Cuddalore,Tamil Nadu,20.7
2015-01-21,2015,1,4,21,Nagapattinam,Tamil Nadu,20.55
2015-01-21,2015,1,4,21,Virudhunagar,Tamil Nadu,20.33
2015-01-21,2015,1,4,21,Sivagangai,Tamil Nadu,19.56
2015-01-21,2015,1,4,21,Ramanathapuram,Tamil Nadu,19.56
2015-01-21,2015,1,4,21,Tiruppur,Tamil Nadu,17.07
2015-01-22,2015,1,4,22,Chennai,Tamil Nadu,18.47
2015-01-22,2015,1,4,22,Coimbatore,Tamil Nadu,15.74
2015-01-22,2015,1,4,22,Madurai,Tamil Nadu,19.22
2015-01-22,2015,1,4,22,Salem,Tamil Nadu,18.37
2015-01-22,2015,1,4,22,Trichy,Tamil Nadu,19.54
2015-01-22,2015,1,4,22,Tirunelveli,Tamil Nadu,21.45
2015-01-22,2015,1,4,22,Erode,Tamil Nadu,15.66
2015-01-22,2015,1,4,22,Vellore,Tamil Nadu,18.51
2015-01-22,2015,1,4,22,Thoothukudi,Tamil Nadu,21.16
2015-01-22,2015,1,4,22,Thanjavur,Tamil Nadu,19.93
2015-01-22,2015,1,4,22,Dindigul,Tamil Nadu,16.86
2015-01-22,2015,1,4,22,Kanyakumari,Tamil Nadu,21.45
2015-01-22,2015,1,4,22,Namakkal,Tamil Nadu,18.37
2015-01-22,2015,1,4,22,Karur,Tamil Nadu,19.54
2015-01-22,2015,1,4,22,Cuddalore,Tamil Nadu,20.11
2015-01-22,2015,1,4,22,Nagapattinam,Tamil Nadu,19.93
2015-01-22,2015,1,4,22,Virudhunagar,Tamil Nadu,20.01
2015-01-22,2015,1,4,22,Sivagangai,Tamil Nadu,19.22
2015-01-22,2015,1,4,22,Ramanathapuram,Tamil Nadu,19.22
2015-01-22,2015,1,4,22,Tiruppur,Tamil Nadu,15.66
2015-01-23,2015,1,4,23,Chennai,Tamil Nadu,21.07
2015-01-23,2015,1,4,23,Coimbatore,Tamil Nadu,15.33
2015-01-23,2015,1,4,23,Madurai,Tamil Nadu,21.2
2015-01-23,2015,1,4,23,Salem,Tamil Nadu,21.33
2015-01-23,2015,1,4,23,Trichy,Tamil Nadu,21.92
2015-01-23,2015,1,4,23,Tirunelveli,Tamil Nadu,22.3
2015-01-23,2015,1,4,23,Erode,Tamil Nadu,16.78
2015-01-23,2015,1,4,23,Vellore,Tamil Nadu,21.08
2015-01-23,2015,1,4,23,Thoothukudi,Tamil Nadu,22.84
2015-01-23,2015,1,4,23,Thanjavur,Tamil Nadu,22.64
2015-01-23,2015,1,4,23,Dindigul,Tamil Nadu,18.24
2015-01-23,2015,1,4,23,Kanyakumari,Tamil Nadu,22.3
2015-01-23,2015,1,4,23,Namakkal,Tamil Nadu,21.33
2015-01-23,2015,1,4,23,Karur,Tamil Nadu,21.92
2015-01-23,2015,1,4,23,Cuddalore,Tamil Nadu,22.79
2015-01-23,2015,1,4,23,Nagapattinam,Tamil Nadu,22.64
2015-01-23,2015,1,4,23,Virudhunagar,Tamil Nadu,21.05
2015-01-23,2015,1,4,23,Sivagangai,Tamil Nadu,21.2
2015-01-23,2015,1,4,23,Ramanathapuram,Tamil Nadu,21.2
2015-01-23,2015,1,4,23,Tiruppur,Tamil Nadu,16.78
2015-01-24,2015,1,4,24,Chennai,Tamil Nadu,20.85
2015-01-24,2015,1,4,24,Coimbatore,Tamil Nadu,16.3
2015-01-24,2015,1,4,24,Madurai,Tamil Nadu,21.08
2015-01-24,2015,1,4,24,Salem,Tamil Nadu,21.18
2015-01-24,2015,1,4,24,Trichy,Tamil Nadu,21.85
2015-01-24,2015,1,4,24,Tirunelveli,Tamil Nadu,22.84
2015-01-24,2015,1,4,24,Erode,Tamil Nadu,17.34
2015-01-24,2015,1,4,24,Vellore,Tamil Nadu,20.63
2015-01-24,2015,1,4,24,Thoothukudi,Tamil Nadu,23.04
2015-01-24,2015,1,4,24,Thanjavur,Tamil Nadu,22.47
2015-01-24,2015,1,4,24,Dindigul,Tamil Nadu,18.63
2015-01-24,2015,1,4,24,Kanyakumari,Tamil Nadu,22.84
2015-01-24,2015,1,4,24,Namakkal,Tamil Nadu,21.18
2015-01-24,2015,1,4,24,Karur,Tamil Nadu,21.85
2015-01-24,2015,1,4,24,Cuddalore,Tamil Nadu,22.6
2015-01-24,2015,1,4,24,Nagapattinam,Tamil Nadu,22.47
2015-01-24,2015,1,4,24,Virudhunagar,Tamil Nadu,21.5
2015-01-24,2015,1,4,24,Sivagangai,Tamil Nadu,21.08
2015-01-24,2015,1,4,24,Ramanathapuram,Tamil Nadu,21.08
2015-01-24,2015,1,4,24,Tiruppur,Tamil Nadu,17.34
2015-01-25,2015,1,4,25,Chennai,Tamil Nadu,19.72
2015-01-25,2015,1,4,25,Coimbatore,Tamil Nadu,16.82
2015-01-25,2015,1,4,25,Madurai,Tamil Nadu,21.16
2015-01-25,2015,1,4,25,Salem,Tamil Nadu,20.71
2015-01-25,2015,1,4,25,Trichy,Tamil Nadu,21.49
2015-01-25,2015,1,4,25,Tirunelveli,Tamil Nadu,23.36
2015-01-25,2015,1,4,25,Erode,Tamil Nadu,17.56
2015-01-25,2015,1,4,25,Vellore,Tamil Nadu,19.84
2015-01-25,2015,1,4,25,Thoothukudi,Tamil Nadu,23.19
2015-01-25,2015,1,4,25,Thanjavur,Tamil Nadu,22.1
2015-01-25,2015,1,4,25,Dindigul,Tamil Nadu,18.85
2015-01-25,2015,1,4,25,Kanyakumari,Tamil Nadu,23.36
2015-01-25,2015,1,4,25,Namakkal,Tamil Nadu,20.71
2015-01-25,2015,1,4,25,Karur,Tamil Nadu,21.49
2015-01-25,2015,1,4,25,Cuddalore,Tamil Nadu,21.93
2015-01-25,2015,1,4,25,Nagapattinam,Tamil Nadu,22.1
2015-01-25,2015,1,4,25,Virudhunagar,Tamil Nadu,22.09
2015-01-25,2015,1,4,25,Sivagangai,Tamil Nadu,21.16
2015-01-25,2015,1,4,25,Ramanathapuram,Tamil Nadu,21.16
2015-01-25,2015,1,4,25,Tiruppur,Tamil Nadu,17.56
2015-01-26,2015,1,5,26,Chennai,Tamil Nadu,19.63
2015-01-26,2015,1,5,26,Coimbatore,Tamil Nadu,16.29
2015-01-26,2015,1,5,26,Madurai,Tamil Nadu,20.06
2015-01-26,2015,1,5,26,Salem,Tamil Nadu,19.6
2015-01-26,2015,1,5,26,Trichy,Tamil Nadu,20.59
2015-01-26,2015,1,5,26,Tirunelveli,Tamil Nadu,22.02
2015-01-26,2015,1,5,26,Erode,Tamil Nadu,16.49
2015-01-26,2015,1,5,26,Vellore,Tamil Nadu,19.55
2015-01-26,2015,1,5,26,Thoothukudi,Tamil Nadu,21.87
2015-01-26,2015,1,5,26,Thanjavur,Tamil Nadu,21.4
2015-01-26,2015,1,5,26,Dindigul,Tamil Nadu,17.62
2015-01-26,2015,1,5,26,Kanyakumari,Tamil Nadu,22.02
2015-01-26,2015,1,5,26,Namakkal,Tamil Nadu,19.6
2015-01-26,2015,1,5,26,Karur,Tamil Nadu,20.59
2015-01-26,2015,1,5,26,Cuddalore,Tamil Nadu,21.57
2015-01-26,2015,1,5,26,Nagapattinam,Tamil Nadu,21.4
2015-01-26,2015,1,5,26,Virudhunagar,Tamil Nadu,20.6
2015-01-26,2015,1,5,26,Sivagangai,Tamil Nadu,20.06
2015-01-26,2015,1,5,26,Ramanathapuram,Tamil Nadu,20.06
2015-01-26,2015,1,5,26,Tiruppur,Tamil Nadu,16.49
2015-01-27,2015,1,5,27,Chennai,Tamil Nadu,19.21
2015-01-27,2015,1,5,27,Coimbatore,Tamil Nadu,15.91
2015-01-27,2015,1,5,27,Madurai,Tamil Nadu,20.08
2015-01-27,2015,1,5,27,Salem,Tamil Nadu,19.2
2015-01-27,2015,1,5,27,Trichy,Tamil Nadu,20.1
2015-01-27,2015,1,5,27,Tirunelveli,Tamil Nadu,22.49
2015-01-27,2015,1,5,27,Erode,Tamil Nadu,16.51
2015-01-27,2015,1,5,27,Vellore,Tamil Nadu,19.09
2015-01-27,2015,1,5,27,Thoothukudi,Tamil Nadu,22.2
2015-01-27,2015,1,5,27,Thanjavur,Tamil Nadu,20.93
2015-01-27,2015,1,5,27,Dindigul,Tamil Nadu,17.77
2015-01-27,2015,1,5,27,Kanyakumari,Tamil Nadu,22.49
2015-01-27,2015,1,5,27,Namakkal,Tamil Nadu,19.2
2015-01-27,2015,1,5,27,Karur,Tamil Nadu,20.1
2015-01-27,2015,1,5,27,Cuddalore,Tamil Nadu,21.14
2015-01-27,2015,1,5,27,Nagapattinam,Tamil Nadu,20.93
2015-01-27,2015,1,5,27,Virudhunagar,Tamil Nadu,20.99
2015-01-27,2015,1,5,27,Sivagangai,Tamil Nadu,20.08
2015-01-27,2015,1,5,27,Ramanathapuram,Tamil Nadu,20.08
2015-01-27,2015,1,5,27,Tiruppur,Tamil Nadu,16.51
2015-01-28,2015,1,5,28,Chennai,Tamil Nadu,20.5
2015-01-28,2015,1,5,28,Coimbatore,Tamil Nadu,16.47
2015-01-28,2015,1,5,28,Madurai,Tamil Nadu,21.11
2015-01-28,2015,1,5,28,Salem,Tamil Nadu,21.07
2015-01-28,2015,1,5,28,Trichy,Tamil Nadu,21.71
2015-01-28,2015,1,5,28,Tirunelveli,Tamil Nadu,22.54
2015-01-28,2015,1,5,28,Erode,Tamil Nadu,17.28
2015-01-28,2015,1,5,28,Vellore,Tamil Nadu,20.75
2015-01-28,2015,1,5,28,Thoothukudi,Tamil Nadu,22.84
2015-01-28,2015,1,5,28,Thanjavur,Tamil Nadu,22.5
2015-01-28,2015,1,5,28,Dindigul,Tamil Nadu,18.48
2015-01-28,2015,1,5,28,Kanyakumari,Tamil Nadu,22.54
2015-01-28,2015,1,5,28,Namakkal,Tamil Nadu,21.07
2015-01-28,2015,1,5,28,Karur,Tamil Nadu,21.71
2015-01-28,2015,1,5,28,Cuddalore,Tamil Nadu,22.59
2015-01-28,2015,1,5,28,Nagapattinam,Tamil Nadu,22.5
2015-01-28,2015,1,5,28,Virudhunagar,Tamil Nadu,21.21
2015-01-28,2015,1,5,28,Sivagangai,Tamil Nadu,21.11
2015-01-28,2015,1,5,28,Ramanathapuram,Tamil Nadu,21.11
2015-01-28,2015,1,5,28,Tiruppur,Tamil Nadu,17.28
2015-01-29,2015,1,5,29,Chennai,Tamil Nadu,21.1
2015-01-29,2015,1,5,29,Coimbatore,Tamil Nadu,17.19
2015-01-29,2015,1,5,29,Madurai,Tamil Nadu,21.29
2015-01-29,2015,1,5,29,Salem,Tamil Nadu,21.25
2015-01-29,2015,1,5,29,Trichy,Tamil Nadu,21.96
2015-01-29,2015,1,5,29,Tirunelveli,Tamil Nadu,23.22
2015-01-29,2015,1,5,29,Erode,Tamil Nadu,17.73
2015-01-29,2015,1,5,29,Vellore,Tamil Nadu,21.04
2015-01-29,2015,1,5,29,Thoothukudi,Tamil Nadu,23.19
2015-01-29,2015,1,5,29,Thanjavur,Tamil Nadu,22.63
2015-01-29,2015,1,5,29,Dindigul,Tamil Nadu,19.05
2015-01-29,2015,1,5,29,Kanyakumari,Tamil Nadu,23.22
2015-01-29,2015,1,5,29,Namakkal,Tamil Nadu,21.25
2015-01-29,2015,1,5,29,Karur,Tamil Nadu,21.96
2015-01-29,2015,1,5,29,Cuddalore,Tamil Nadu,22.86
2015-01-29,2015,1,5,29,Nagapattinam,Tamil Nadu,22.63
2015-01-29,2015,1,5,29,Virudhunagar,Tamil Nadu,21.84
2015-01-29,2015,1,5,29,Sivagangai,Tamil Nadu,21.29
2015-01-29,2015,1,5,29,Ramanathapuram,Tamil Nadu,21.29
2015-01-29,2015,1,5,29,Tiruppur,Tamil Nadu,17.73
2015-01-30,2015,1,5,30,Chennai,Tamil Nadu,21.65
2015-01-30,2015,1,5,30,Coimbatore,Tamil Nadu,17.67
2015-01-30,2015,1,5,30,Madurai,Tamil Nadu,21.71
2015-01-30,2015,1,5,30,Salem,Tamil Nadu,21.95
2015-01-30,2015,1,5,30,Trichy,Tamil Nadu,22.5
2015-01-30,2015,1,5,30,Tirunelveli,Tamil Nadu,23.39
2015-01-30,2015,1,5,30,Erode,Tamil Nadu,18.39
2015-01-30,2015,1,5,30,Vellore,Tamil Nadu,21.7
2015-01-30,2015,1,5,30,Thoothukudi,Tamil Nadu,23.41
2015-01-30,2015,1,5,30,Thanjavur,Tamil Nadu,23.26
2015-01-30,2015,1,5,30,Dindigul,Tamil Nadu,19.31
2015-01-30,2015,1,5,30,Kanyakumari,Tamil Nadu,23.39
2015-01-30,2015,1,5,30,Namakkal,Tamil Nadu,21.95
2015-01-30,2015,1,5,30,Karur,Tamil Nadu,22.5
2015-01-30,2015,1,5,30,Cuddalore,Tamil Nadu,23.48
2015-01-30,2015,1,5,30,Nagapattinam,Tamil Nadu,23.26
2015-01-30,2015,1,5,30,Virudhunagar,Tamil Nadu,22.03
2015-01-30,2015,1,5,30,Sivagangai,Tamil Nadu,21.71
2015-01-30,2015,1,5,30,Ramanathapuram,Tamil Nadu,21.71
2015-01-30,2015,1,5,30,Tiruppur,Tamil Nadu,18.39
2015-01-31,2015,1,5,31,Chennai,Tamil Nadu,20.31
2015-01-31,2015,1,5,31,Coimbatore,Tamil Nadu,17.79
2015-01-31,2015,1,5,31,Madurai,Tamil Nadu,21.07
2015-01-31,2015,1,5,31,Salem,Tamil Nadu,20.71
2015-01-31,2015,1,5,31,Trichy,Tamil Nadu,21.66
2015-01-31,2015,1,5,31,Tirunelveli,Tamil Nadu,23.14
2015-01-31,2015,1,5,31,Erode,Tamil Nadu,18.24
2015-01-31,2015,1,5,31,Vellore,Tamil Nadu,20.47
2015-01-31,2015,1,5,31,Thoothukudi,Tamil Nadu,22.93
2015-01-31,2015,1,5,31,Thanjavur,Tamil Nadu,22.03
2015-01-31,2015,1,5,31,Dindigul,Tamil Nadu,19.17
2015-01-31,2015,1,5,31,Kanyakumari,Tamil Nadu,23.14
2015-01-31,2015,1,5,31,Namakkal,Tamil Nadu,20.71
2015-01-31,2015,1,5,31,Karur,Tamil Nadu,21.66
2015-01-31,2015,1,5,31,Cuddalore,Tamil Nadu,22.12
2015-01-31,2015,1,5,31,Nagapattinam,Tamil Nadu,22.03
2015-01-31,2015,1,5,31,Virudhunagar,Tamil Nadu,21.79
2015-01-31,2015,1,5,31,Sivagangai,Tamil Nadu,21.07
2015-01-31,2015,1,5,31,Ramanathapuram,Tamil Nadu,21.07
2015-01-31,2015,1,5,31,Tiruppur,Tamil Nadu,18.24
2015-02-01,2015,2,5,32,Chennai,Tamil Nadu,19.86
2015-02-01,2015,2,5,32,Coimbatore,Tamil Nadu,16.79
2015-02-01,2015,2,5,32,Madurai,Tamil Nadu,20.41
2015-02-01,2015,2,5,32,Salem,Tamil Nadu,20.0
2015-02-01,2015,2,5,32,Trichy,Tamil Nadu,21.04
2015-02-01,2015,2,5,32,Tirunelveli,Tamil Nadu,22.51
2015-02-01,2015,2,5,32,Erode,Tamil Nadu,17.39
2015-02-01,2015,2,5,32,Vellore,Tamil Nadu,19.54
2015-02-01,2015,2,5,32,Thoothukudi,Tamil Nadu,22.24
2015-02-01,2015,2,5,32,Thanjavur,Tamil Nadu,21.39
2015-02-01,2015,2,5,32,Dindigul,Tamil Nadu,18.41
2015-02-01,2015,2,5,32,Kanyakumari,Tamil Nadu,22.51
2015-02-01,2015,2,5,32,Namakkal,Tamil Nadu,20.0
2015-02-01,2015,2,5,32,Karur,Tamil Nadu,21.04
2015-02-01,2015,2,5,32,Cuddalore,Tamil Nadu,21.41
2015-02-01,2015,2,5,32,Nagapattinam,Tamil Nadu,21.39
2015-02-01,2015,2,5,32,Virudhunagar,Tamil Nadu,21.03
2015-02-01,2015,2,5,32,Sivagangai,Tamil Nadu,20.41
2015-02-01,2015,2,5,32,Ramanathapuram,Tamil Nadu,20.41
2015-02-01,2015,2,5,32,Tiruppur,Tamil Nadu,17.39
2015-02-02,2015,2,6,33,Chennai,Tamil Nadu,20.89
2015-02-02,2015,2,6,33,Coimbatore,Tamil Nadu,16.51
2015-02-02,2015,2,6,33,Madurai,Tamil Nadu,20.95
2015-02-02,2015,2,6,33,Salem,Tamil Nadu,20.73
2015-02-02,2015,2,6,33,Trichy,Tamil Nadu,21.51
2015-02-02,2015,2,6,33,Tirunelveli,Tamil Nadu,22.59
2015-02-02,2015,2,6,33,Erode,Tamil Nadu,17.4
2015-02-02,2015,2,6,33,Vellore,Tamil Nadu,20.58
2015-02-02,2015,2,6,33,Thoothukudi,Tamil Nadu,22.6
2015-02-02,2015,2,6,33,Thanjavur,Tamil Nadu,22.24
2015-02-02,2015,2,6,33,Dindigul,Tamil Nadu,18.32
2015-02-02,2015,2,6,33,Kanyakumari,Tamil Nadu,22.59
2015-02-02,2015,2,6,33,Namakkal,Tamil Nadu,20.73
2015-02-02,2015,2,6,33,Karur,Tamil Nadu,21.51
2015-02-02,2015,2,6,33,Cuddalore,Tamil Nadu,22.37
2015-02-02,2015,2,6,33,Nagapattinam,Tamil Nadu,22.24
2015-02-02,2015,2,6,33,Virudhunagar,Tamil Nadu,21.02
2015-02-02,2015,2,6,33,Sivagangai,Tamil Nadu,20.95
2015-02-02,2015,2,6,33,Ramanathapuram,Tamil Nadu,20.95
2015-02-02,2015,2,6,33,Tiruppur,Tamil Nadu,17.4
2015-02-03,2015,2,6,34,Chennai,Tamil Nadu,19.48
2015-02-03,2015,2,6,34,Coimbatore,Tamil Nadu,15.84
2015-02-03,2015,2,6,34,Madurai,Tamil Nadu,20.2
2015-02-03,2015,2,6,34,Salem,Tamil Nadu,19.24
2015-02-03,2015,2,6,34,Trichy,Tamil Nadu,20.47
2015-02-03,2015,2,6,34,Tirunelveli,Tamil Nadu,22.37
2015-02-03,2015,2,6,34,Erode,Tamil Nadu,16.66
2015-02-03,2015,2,6,34,Vellore,Tamil Nadu,19.25
2015-02-03,2015,2,6,34,Thoothukudi,Tamil Nadu,22.13
2015-02-03,2015,2,6,34,Thanjavur,Tamil Nadu,20.92
2015-02-03,2015,2,6,34,Dindigul,Tamil Nadu,17.68
2015-02-03,2015,2,6,34,Kanyakumari,Tamil Nadu,22.37
2015-02-03,2015,2,6,34,Namakkal,Tamil Nadu,19.24
2015-02-03,2015,2,6,34,Karur,Tamil Nadu,20.47
2015-02-03,2015,2,6,34,Cuddalore,Tamil Nadu,20.97
2015-02-03,2015,2,6,34,Nagapattinam,Tamil Nadu,20.92
2015-02-03,2015,2,6,34,Virudhunagar,Tamil Nadu,20.82
2015-02-03,2015,2,6,34,Sivagangai,Tamil Nadu,20.2
2015-02-03,2015,2,6,34,Ramanathapuram,Tamil Nadu,20.2
2015-02-03,2015,2,6,34,Tiruppur,Tamil Nadu,16.66
2015-02-04,2015,2,6,35,Chennai,Tamil Nadu,19.99
2015-02-04,2015,2,6,35,Coimbatore,Tamil Nadu,16.37
2015-02-04,2015,2,6,35,Madurai,Tamil Nadu,21.01
2015-02-04,2015,2,6,35,Salem,Tamil Nadu,20.1
2015-02-04,2015,2,6,35,Trichy,Tamil Nadu,21.34
2015-02-04,2015,2,6,35,Tirunelveli,Tamil Nadu,22.91
2015-02-04,2015,2,6,35,Erode,Tamil Nadu,17.17
2015-02-04,2015,2,6,35,Vellore,Tamil Nadu,20.07
2015-02-04,2015,2,6,35,Thoothukudi,Tamil Nadu,22.79
2015-02-04,2015,2,6,35,Thanjavur,Tamil Nadu,21.89
2015-02-04,2015,2,6,35,Dindigul,Tamil Nadu,18.39
2015-02-04,2015,2,6,35,Kanyakumari,Tamil Nadu,22.91
2015-02-04,2015,2,6,35,Namakkal,Tamil Nadu,20.1
2015-02-04,2015,2,6,35,Karur,Tamil Nadu,21.34
2015-02-04,2015,2,6,35,Cuddalore,Tamil Nadu,21.87
2015-02-04,2015,2,6,35,Nagapattinam,Tamil Nadu,21.89
2015-02-04,2015,2,6,35,Virudhunagar,Tamil Nadu,21.31
2015-02-04,2015,2,6,35,Sivagangai,Tamil Nadu,21.01
2015-02-04,2015,2,6,35,Ramanathapuram,Tamil Nadu,21.01
2015-02-04,2015,2,6,35,Tiruppur,Tamil Nadu,17.17
2015-02-05,2015,2,6,36,Chennai,Tamil Nadu,20.19
2015-02-05,2015,2,6,36,Coimbatore,Tamil Nadu,17.04
2015-02-05,2015,2,6,36,Madurai,Tamil Nadu,21.45
2015-02-05,2015,2,6,36,Salem,Tamil Nadu,20.98
2015-02-05,2015,2,6,36,Trichy,Tamil Nadu,22.17
2015-02-05,2015,2,6,36,Tirunelveli,Tamil Nadu,23.49
2015-02-05,2015,2,6,36,Erode,Tamil Nadu,17.91
2015-02-05,2015,2,6,36,Vellore,Tamil Nadu,20.42
2015-02-05,2015,2,6,36,Thoothukudi,Tamil Nadu,23.34
2015-02-05,2015,2,6,36,Thanjavur,Tamil Nadu,22.66
2015-02-05,2015,2,6,36,Dindigul,Tamil Nadu,19.04
2015-02-05,2015,2,6,36,Kanyakumari,Tamil Nadu,23.49
2015-02-05,2015,2,6,36,Namakkal,Tamil Nadu,20.98
2015-02-05,2015,2,6,36,Karur,Tamil Nadu,22.17
2015-02-05,2015,2,6,36,Cuddalore,Tamil Nadu,22.37
2015-02-05,2015,2,6,36,Nagapattinam,Tamil Nadu,22.66
2015-02-05,2015,2,6,36,Virudhunagar,Tamil Nadu,22.04
2015-02-05,2015,2,6,36,Sivagangai,Tamil Nadu,21.45
2015-02-05,2015,2,6,36,Ramanathapuram,Tamil Nadu,21.45
2015-02-05,2015,2,6,36,Tiruppur,Tamil Nadu,17.91
2015-02-06,2015,2,6,37,Chennai,Tamil Nadu,19.61
2015-02-06,2015,2,6,37,Coimbatore,Tamil Nadu,17.25
2015-02-06,2015,2,6,37,Madurai,Tamil Nadu,21.27
2015-02-06,2015,2,6,37,Salem,Tamil Nadu,20.3
2015-02-06,2015,2,6,37,Trichy,Tamil Nadu,21.41
2015-02-06,2015,2,6,37,Tirunelveli,Tamil Nadu,23.75
2015-02-06,2015,2,6,37,Erode,Tamil Nadu,17.97
2015-02-06,2015,2,6,37,Vellore,Tamil Nadu,19.97
2015-02-06,2015,2,6,37,Thoothukudi,Tamil Nadu,23.34
2015-02-06,2015,2,6,37,Thanjavur,Tamil Nadu,21.99
2015-02-06,2015,2,6,37,Dindigul,Tamil Nadu,19.27
2015-02-06,2015,2,6,37,Kanyakumari,Tamil Nadu,23.75
2015-02-06,2015,2,6,37,Namakkal,Tamil Nadu,20.3
2015-02-06,2015,2,6,37,Karur,Tamil Nadu,21.41
2015-02-06,2015,2,6,37,Cuddalore,Tamil Nadu,21.96
2015-02-06,2015,2,6,37,Nagapattinam,Tamil Nadu,21.99
2015-02-06,2015,2,6,37,Virudhunagar,Tamil Nadu,22.23
2015-02-06,2015,2,6,37,Sivagangai,Tamil Nadu,21.27
2015-02-06,2015,2,6,37,Ramanathapuram,Tamil Nadu,21.27
2015-02-06,2015,2,6,37,Tiruppur,Tamil Nadu,17.97
2015-02-07,2015,2,6,38,Chennai,Tamil Nadu,19.58
2015-02-07,2015,2,6,38,Coimbatore,Tamil Nadu,17.15
2015-02-07,2015,2,6,38,Madurai,Tamil Nadu,20.67
2015-02-07,2015,2,6,38,Salem,Tamil Nadu,20.06
2015-02-07,2015,2,6,38,Trichy,Tamil Nadu,20.9
2015-02-07,2015,2,6,38,Tirunelveli,Tamil Nadu,23.03
2015-02-07,2015,2,6,38,Erode,Tamil Nadu,17.5
2015-02-07,2015,2,6,38,Vellore,Tamil Nadu,19.74
2015-02-07,2015,2,6,38,Thoothukudi,Tamil Nadu,22.71
2015-02-07,2015,2,6,38,Thanjavur,Tamil Nadu,21.61
2015-02-07,2015,2,6,38,Dindigul,Tamil Nadu,18.85
2015-02-07,2015,2,6,38,Kanyakumari,Tamil Nadu,23.03
2015-02-07,2015,2,6,38,Namakkal,Tamil Nadu,20.06
2015-02-07,2015,2,6,38,Karur,Tamil Nadu,20.9
2015-02-07,2015,2,6,38,Cuddalore,Tamil Nadu,21.59
2015-02-07,2015,2,6,38,Nagapattinam,Tamil Nadu,21.61
2015-02-07,2015,2,6,38,Virudhunagar,Tamil Nadu,21.58
2015-02-07,2015,2,6,38,Sivagangai,Tamil Nadu,20.67
2015-02-07,2015,2,6,38,Ramanathapuram,Tamil Nadu,20.67
2015-02-07,2015,2,6,38,Tiruppur,Tamil Nadu,17.5
2015-02-08,2015,2,6,39,Chennai,Tamil Nadu,19.43
2015-02-08,2015,2,6,39,Coimbatore,Tamil Nadu,17.14
2015-02-08,2015,2,6,39,Madurai,Tamil Nadu,20.26
2015-02-08,2015,2,6,39,Salem,Tamil Nadu,19.33
2015-02-08,2015,2,6,39,Trichy,Tamil Nadu,20.43
2015-02-08,2015,2,6,39,Tirunelveli,Tamil Nadu,22.94
2015-02-08,2015,2,6,39,Erode,Tamil Nadu,17.35
2015-02-08,2015,2,6,39,Vellore,Tamil Nadu,19.37
2015-02-08,2015,2,6,39,Thoothukudi,Tamil Nadu,22.44
2015-02-08,2015,2,6,39,Thanjavur,Tamil Nadu,20.83
2015-02-08,2015,2,6,39,Dindigul,Tamil Nadu,18.33
2015-02-08,2015,2,6,39,Kanyakumari,Tamil Nadu,22.94
2015-02-08,2015,2,6,39,Namakkal,Tamil Nadu,19.33
2015-02-08,2015,2,6,39,Karur,Tamil Nadu,20.43
2015-02-08,2015,2,6,39,Cuddalore,Tamil Nadu,20.73
2015-02-08,2015,2,6,39,Nagapattinam,Tamil Nadu,20.83
2015-02-08,2015,2,6,39,Virudhunagar,Tamil Nadu,21.24
2015-02-08,2015,2,6,39,Sivagangai,Tamil Nadu,20.26
2015-02-08,2015,2,6,39,Ramanathapuram,Tamil Nadu,20.26
2015-02-08,2015,2,6,39,Tiruppur,Tamil Nadu,17.35
2015-02-09,2015,2,7,40,Chennai,Tamil Nadu,19.97
2015-02-09,2015,2,7,40,Coimbatore,Tamil Nadu,16.65
2015-02-09,2015,2,7,40,Madurai,Tamil Nadu,20.73
2015-02-09,2015,2,7,40,Salem,Tamil Nadu,20.08
2015-02-09,2015,2,7,40,Trichy,Tamil Nadu,21.05
2015-02-09,2015,2,7,40,Tirunelveli,Tamil Nadu,22.83
2015-02-09,2015,2,7,40,Erode,Tamil Nadu,17.04
2015-02-09,2015,2,7,40,Vellore,Tamil Nadu,19.6
